"GEO_ID","NAME","P3_001N","P3_001NA","P3_002N","P3_002NA","P3_003N","P3_003NA","P3_004N","P3_004NA","P3_005N","P3_005NA","P3_006N","P3_006NA","P3_007N","P3_007NA","P3_008N","P3_008NA","P3_009N","P3_009NA","P3_010N","P3_010NA","P3_011N","P3_011NA","P3_012N","P3_012NA","P3_013N","P3_013NA","P3_014N","P3_014NA","P3_015N","P3_015NA","P3_016N","P3_016NA","P3_017N","P3_017NA","P3_018N","P3_018NA","P3_019N","P3_019NA","P3_020N","P3_020NA","P3_021N","P3_021NA","P3_022N","P3_022NA","P3_023N","P3_023NA","P3_024N","P3_024NA","P3_025N","P3_025NA","P3_026N","P3_026NA","P3_027N","P3_027NA","P3_028N","P3_028NA","P3_029N","P3_029NA","P3_030N","P3_030NA","P3_031N","P3_031NA","P3_032N","P3_032NA","P3_033N","P3_033NA","P3_034N","P3_034NA","P3_035N","P3_035NA","P3_036N","P3_036NA","P3_037N","P3_037NA","P3_038N","P3_038NA","P3_039N","P3_039NA","P3_040N","P3_040NA","P3_041N","P3_041NA","P3_042N","P3_042NA","P3_043N","P3_043NA","P3_044N","P3_044NA","P3_045N","P3_045NA","P3_046N","P3_046NA","P3_047N","P3_047NA","P3_048N","P3_048NA","P3_049N","P3_049NA","P3_050N","P3_050NA","P3_051N","P3_051NA","P3_052N","P3_052NA","P3_053N","P3_053NA","P3_054N","P3_054NA","P3_055N","P3_055NA","P3_056N","P3_056NA","P3_057N","P3_057NA","P3_058N","P3_058NA","P3_059N","P3_059NA","P3_060N","P3_060NA","P3_061N","P3_061NA","P3_062N","P3_062NA","P3_063N","P3_063NA","P3_064N","P3_064NA","P3_065N","P3_065NA","P3_066N","P3_066NA","P3_067N","P3_067NA","P3_068N","P3_068NA","P3_069N","P3_069NA","P3_070N","P3_070NA","P3_071N","P3_071NA",
"7000000US3706100ALBE","ALBERTSON, Duplin County, North Carolina","2005","null","1842","null","1128","null","131","null","31","null","4","null","0","null","548","null","163","null","158","null","18","null","9","null","0","null","0","null","120","null","2","null","0","null","0","null","4","null","0","null","0","null","5","null","0","null","0","null","0","null","5","null","2","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100BEUL","BEULAVILLE, Duplin County, North Carolina","3368","null","3211","null","2741","null","329","null","22","null","16","null","1","null","102","null","157","null","150","null","18","null","40","null","2","null","0","null","79","null","3","null","0","null","0","null","0","null","2","null","0","null","5","null","1","null","0","null","0","null","7","null","2","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100CALY","CALYPSO, Duplin County, North Carolina","903","null","853","null","620","null","120","null","12","null","4","null","0","null","97","null","50","null","46","null","3","null","15","null","3","null","0","null","21","null","0","null","0","null","0","null","3","null","1","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100CFRK","CEDAR FORK, Duplin County, North Carolina","831","null","783","null","727","null","43","null","2","null","2","null","0","null","9","null","48","null","47","null","1","null","12","null","3","null","0","null","30","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100CHAR","CHARITY, Duplin County, North Carolina","1531","null","1476","null","631","null","650","null","7","null","0","null","0","null","188","null","55","null","53","null","5","null","6","null","3","null","0","null","35","null","1","null","0","null","0","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100CHIN","CHINQUAPIN, Duplin County, North Carolina","907","null","878","null","693","null","152","null","2","null","9","null","0","null","22","null","29","null","27","null","5","null","6","null","0","null","0","null","13","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100CYCK","CYPRESS CREEK, Duplin County, North Carolina","1392","null","1362","null","1183","null","119","null","3","null","8","null","2","null","47","null","30","null","21","null","1","null","10","null","0","null","0","null","8","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","9","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100FAIS","FAISON, Duplin County, North Carolina","1791","null","1622","null","818","null","470","null","17","null","0","null","1","null","316","null","169","null","168","null","8","null","11","null","1","null","0","null","131","null","0","null","0","null","0","null","6","null","4","null","0","null","5","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100GLIS","GLISSON, Duplin County, North Carolina","902","null","838","null","611","null","44","null","18","null","0","null","0","null","165","null","64","null","63","null","0","null","5","null","0","null","0","null","49","null","0","null","0","null","0","null","3","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100HALL","HALLSVILLE, Duplin County, North Carolina","1493","null","1422","null","945","null","407","null","3","null","3","null","0","null","64","null","71","null","69","null","8","null","11","null","6","null","0","null","43","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100KENA","KENANSVILLE, Duplin County, North Carolina","3613","null","3451","null","1745","null","1303","null","14","null","16","null","1","null","372","null","162","null","157","null","14","null","35","null","1","null","0","null","94","null","5","null","2","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","4","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100LOCK","LOCKLIN, Duplin County, North Carolina","401","null","380","null","268","null","93","null","2","null","1","null","0","null","16","null","21","null","19","null","1","null","3","null","0","null","0","null","12","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100MAGN","MAGNOLIA, Duplin County, North Carolina","1863","null","1749","null","690","null","559","null","31","null","2","null","0","null","467","null","114","null","109","null","2","null","5","null","0","null","0","null","99","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","4","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100ROCK","ROCKFISH, Duplin County, North Carolina","1140","null","1091","null","614","null","345","null","4","null","0","null","0","null","128","null","49","null","49","null","8","null","10","null","0","null","0","null","20","null","0","null","0","null","0","null","0","null","0","null","0","null","10","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100ROSE","ROSE HILL, Duplin County, North Carolina","2088","null","1953","null","982","null","652","null","17","null","10","null","0","null","292","null","135","null","127","null","17","null","3","null","3","null","0","null","86","null","10","null","0","null","0","null","1","null","1","null","0","null","3","null","0","null","2","null","1","null","6","null","3","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100SMCA","SMITH/CABIN, Duplin County, North Carolina","1444","null","1395","null","1078","null","198","null","14","null","2","null","0","null","103","null","49","null","47","null","7","null","9","null","0","null","0","null","22","null","2","null","0","null","0","null","5","null","1","null","0","null","0","null","0","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100WALL","WALLACE, Duplin County, North Carolina","5347","null","5118","null","2884","null","1491","null","33","null","34","null","0","null","676","null","229","null","224","null","23","null","35","null","3","null","0","null","140","null","5","null","1","null","0","null","9","null","1","null","0","null","7","null","0","null","0","null","0","null","5","null","1","null","0","null","0","null","3","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100WARS","WARSAW, Duplin County, North Carolina","3864","null","3691","null","1263","null","1906","null","32","null","22","null","5","null","463","null","173","null","165","null","12","null","13","null","3","null","0","null","108","null","13","null","1","null","0","null","1","null","0","null","0","null","12","null","2","null","0","null","0","null","6","null","3","null","0","null","1","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3706100WOLF","WOLFSCRAPE, Duplin County, North Carolina","2160","null","1992","null","1365","null","117","null","57","null","2","null","3","null","448","null","168","null","163","null","1","null","27","null","10","null","0","null","110","null","4","null","1","null","0","null","2","null","0","null","0","null","8","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000001","BROGDEN MIDDLE SCHOOL, Durham County, North Carolina","1980","null","1822","null","723","null","592","null","20","null","31","null","0","null","456","null","158","null","147","null","21","null","8","null","19","null","0","null","80","null","5","null","2","null","0","null","11","null","0","null","0","null","1","null","0","null","0","null","0","null","11","null","4","null","0","null","0","null","2","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000002","GEORGE WATTS ELEMENTARY, Durham County, North Carolina","4212","null","3982","null","1571","null","2003","null","24","null","122","null","0","null","262","null","230","null","205","null","24","null","14","null","58","null","1","null","84","null","11","null","7","null","0","null","1","null","1","null","0","null","2","null","0","null","2","null","0","null","19","null","6","null","1","null","1","null","2","null","1","null","0","null","4","null","0","null","2","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","5","null","2","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000003","E K POWE ELEMENTARY, Durham County, North Carolina","3105","null","2865","null","2249","null","118","null","5","null","377","null","0","null","116","null","240","null","225","null","13","null","17","null","58","null","1","null","123","null","3","null","0","null","0","null","7","null","0","null","0","null","3","null","0","null","0","null","0","null","15","null","8","null","1","null","0","null","3","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000004","SCHOOL OF SCIENCE AND MATH, Durham County, North Carolina","1578","null","1459","null","1274","null","82","null","4","null","40","null","0","null","59","null","119","null","97","null","6","null","15","null","18","null","0","null","51","null","1","null","0","null","1","null","0","null","0","null","0","null","5","null","0","null","0","null","0","null","19","null","5","null","2","null","0","null","2","null","2","null","1","null","1","null","0","null","3","null","0","null","1","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000005","PATTERSON REC CENTER, Durham County, North Carolina","10381","null","9856","null","2610","null","4533","null","43","null","1886","null","3","null","781","null","525","null","485","null","50","null","16","null","128","null","1","null","218","null","13","null","4","null","0","null","31","null","0","null","1","null","16","null","2","null","4","null","1","null","38","null","21","null","3","null","0","null","6","null","0","null","0","null","2","null","1","null","2","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000006","LAKEWOOD SCHOOL, Durham County, North Carolina","2500","null","2314","null","1274","null","525","null","13","null","149","null","0","null","353","null","186","null","177","null","22","null","8","null","21","null","0","null","106","null","11","null","1","null","0","null","5","null","0","null","0","null","3","null","0","null","0","null","0","null","7","null","5","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000007","SCHOOL OF THE ARTS, Durham County, North Carolina","2981","null","2767","null","2200","null","267","null","23","null","198","null","0","null","79","null","214","null","203","null","19","null","18","null","40","null","1","null","107","null","5","null","1","null","0","null","9","null","0","null","0","null","0","null","3","null","0","null","0","null","9","null","1","null","1","null","0","null","2","null","1","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000008","MOREHEAD MONTESSORI, Durham County, North Carolina","3106","null","2902","null","1368","null","1124","null","18","null","202","null","0","null","190","null","204","null","187","null","38","null","14","null","20","null","0","null","100","null","3","null","0","null","0","null","10","null","0","null","0","null","0","null","2","null","0","null","0","null","15","null","9","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000009","FOREST HILLS CLUB HOUSE, Durham County, North Carolina","2622","null","2489","null","1505","null","738","null","15","null","69","null","2","null","160","null","133","null","120","null","26","null","6","null","17","null","1","null","57","null","13","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","11","null","7","null","0","null","0","null","1","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000010","C C SPAULDING SCHOOL, Durham County, North Carolina","2803","null","2637","null","997","null","1369","null","10","null","94","null","2","null","165","null","166","null","151","null","33","null","15","null","29","null","1","null","45","null","11","null","4","null","0","null","4","null","0","null","0","null","7","null","0","null","2","null","0","null","12","null","3","null","1","null","0","null","2","null","0","null","0","null","3","null","1","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000012","MONUMENT OF FAITH CHURCH, Durham County, North Carolina","817","null","784","null","93","null","593","null","9","null","8","null","0","null","81","null","33","null","29","null","3","null","4","null","1","null","0","null","9","null","7","null","2","null","1","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","2","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000013","BURTON ELEMENTARY, Durham County, North Carolina","1462","null","1402","null","74","null","1119","null","4","null","6","null","0","null","199","null","60","null","52","null","9","null","3","null","3","null","0","null","18","null","7","null","3","null","0","null","5","null","1","null","0","null","2","null","0","null","1","null","0","null","8","null","4","null","2","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000014","Y E SMITH SCHOOL, Durham County, North Carolina","3228","null","3076","null","697","null","1716","null","53","null","50","null","0","null","560","null","152","null","141","null","26","null","7","null","4","null","0","null","67","null","16","null","1","null","0","null","6","null","0","null","0","null","13","null","1","null","0","null","0","null","8","null","3","null","2","null","0","null","1","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null",
"7000000US37063000015","MT CALVARY CHURCH, Durham County, North Carolina","2047","null","1953","null","391","null","1006","null","27","null","28","null","0","null","501","null","94","null","87","null","20","null","3","null","1","null","0","null","37","null","7","null","0","null","0","null","6","null","0","null","0","null","12","null","0","null","1","null","0","null","5","null","3","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null",
"7000000US37063000016","HOLY INFANT CATHOLIC, Durham County, North Carolina","2396","null","2248","null","1557","null","529","null","3","null","111","null","1","null","47","null","148","null","136","null","15","null","22","null","21","null","0","null","63","null","4","null","1","null","0","null","8","null","1","null","0","null","1","null","0","null","0","null","0","null","9","null","0","null","0","null","0","null","3","null","1","null","0","null","0","null","2","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000017","COUNTY MAIN LIBRARY, Durham County, North Carolina","4294","null","3951","null","1608","null","1755","null","71","null","109","null","0","null","408","null","343","null","313","null","41","null","18","null","17","null","0","null","127","null","19","null","3","null","0","null","17","null","0","null","0","null","67","null","0","null","2","null","2","null","26","null","13","null","0","null","1","null","0","null","0","null","0","null","7","null","0","null","3","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","3","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000018","FIRST UNITED ANTIOCH, Durham County, North Carolina","3877","null","3583","null","466","null","1767","null","120","null","17","null","3","null","1210","null","294","null","273","null","25","null","19","null","11","null","0","null","136","null","18","null","2","null","0","null","17","null","0","null","0","null","44","null","0","null","1","null","0","null","19","null","2","null","0","null","1","null","5","null","1","null","0","null","6","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","1","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000019","AMERICAN LEGION POST 7, Durham County, North Carolina","3886","null","3685","null","1155","null","1778","null","39","null","37","null","8","null","668","null","201","null","191","null","17","null","15","null","10","null","1","null","96","null","6","null","4","null","0","null","16","null","0","null","0","null","22","null","1","null","2","null","1","null","5","null","1","null","0","null","0","null","1","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000020","COUNTY AGRICULTURAL BUILDING, Durham County, North Carolina","2358","null","2153","null","1514","null","373","null","21","null","61","null","0","null","184","null","205","null","182","null","12","null","24","null","21","null","0","null","108","null","1","null","0","null","0","null","5","null","0","null","0","null","9","null","2","null","0","null","0","null","20","null","3","null","0","null","0","null","4","null","0","null","0","null","12","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000021","CLUB BOULEVARD SCHOOL, Durham County, North Carolina","2121","null","1950","null","1255","null","394","null","10","null","35","null","1","null","255","null","171","null","158","null","28","null","22","null","18","null","0","null","80","null","2","null","3","null","0","null","4","null","0","null","0","null","0","null","0","null","1","null","0","null","13","null","2","null","0","null","0","null","5","null","0","null","0","null","4","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37063000022","VFW POST 2740, Durham County, North Carolina","6382","null","5936","null","1126","null","3796","null","53","null","56","null","0","null","905","null","446","null","409","null","48","null","29","null","13","null","1","null","227","null","49","null","10","null","0","null","22","null","0","null","0","null","6","null","2","null","2","null","0","null","29","null","17","null","0","null","0","null","4","null","1","null","0","null","5","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","8","null","7","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
