"GEO_ID","NAME","P3_001N","P3_001NA","P3_002N","P3_002NA","P3_003N","P3_003NA","P3_004N","P3_004NA","P3_005N","P3_005NA","P3_006N","P3_006NA","P3_007N","P3_007NA","P3_008N","P3_008NA","P3_009N","P3_009NA","P3_010N","P3_010NA","P3_011N","P3_011NA","P3_012N","P3_012NA","P3_013N","P3_013NA","P3_014N","P3_014NA","P3_015N","P3_015NA","P3_016N","P3_016NA","P3_017N","P3_017NA","P3_018N","P3_018NA","P3_019N","P3_019NA","P3_020N","P3_020NA","P3_021N","P3_021NA","P3_022N","P3_022NA","P3_023N","P3_023NA","P3_024N","P3_024NA","P3_025N","P3_025NA","P3_026N","P3_026NA","P3_027N","P3_027NA","P3_028N","P3_028NA","P3_029N","P3_029NA","P3_030N","P3_030NA","P3_031N","P3_031NA","P3_032N","P3_032NA","P3_033N","P3_033NA","P3_034N","P3_034NA","P3_035N","P3_035NA","P3_036N","P3_036NA","P3_037N","P3_037NA","P3_038N","P3_038NA","P3_039N","P3_039NA","P3_040N","P3_040NA","P3_041N","P3_041NA","P3_042N","P3_042NA","P3_043N","P3_043NA","P3_044N","P3_044NA","P3_045N","P3_045NA","P3_046N","P3_046NA","P3_047N","P3_047NA","P3_048N","P3_048NA","P3_049N","P3_049NA","P3_050N","P3_050NA","P3_051N","P3_051NA","P3_052N","P3_052NA","P3_053N","P3_053NA","P3_054N","P3_054NA","P3_055N","P3_055NA","P3_056N","P3_056NA","P3_057N","P3_057NA","P3_058N","P3_058NA","P3_059N","P3_059NA","P3_060N","P3_060NA","P3_061N","P3_061NA","P3_062N","P3_062NA","P3_063N","P3_063NA","P3_064N","P3_064NA","P3_065N","P3_065NA","P3_066N","P3_066NA","P3_067N","P3_067NA","P3_068N","P3_068NA","P3_069N","P3_069NA","P3_070N","P3_070NA","P3_071N","P3_071NA",
"7000000US3709700SH-B","SHILOH-B, Iredell County, North Carolina","3603","null","3462","null","3141","null","203","null","7","null","34","null","0","null","77","null","141","null","136","null","22","null","66","null","7","null","0","null","35","null","5","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US370970DV1-A","DAVIDSON 1-A, Iredell County, North Carolina","10776","null","10185","null","8828","null","502","null","37","null","525","null","11","null","282","null","591","null","573","null","64","null","116","null","44","null","0","null","334","null","2","null","2","null","0","null","9","null","0","null","0","null","0","null","2","null","0","null","0","null","11","null","2","null","0","null","0","null","0","null","3","null","0","null","1","null","0","null","0","null","3","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","1","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US370970DV1-B","DAVIDSON 1-B, Iredell County, North Carolina","9512","null","9055","null","8542","null","165","null","24","null","227","null","12","null","85","null","457","null","438","null","32","null","95","null","46","null","9","null","235","null","3","null","3","null","0","null","6","null","0","null","0","null","7","null","0","null","2","null","0","null","16","null","6","null","0","null","0","null","1","null","0","null","3","null","4","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US370970DV2-A","DAVIDSON 2-A, Iredell County, North Carolina","4141","null","3954","null","3692","null","60","null","17","null","100","null","3","null","82","null","187","null","181","null","17","null","52","null","17","null","0","null","93","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","3","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US370970DV2-B","DAVIDSON 2-B, Iredell County, North Carolina","6705","null","6406","null","5301","null","352","null","11","null","632","null","3","null","107","null","299","null","285","null","32","null","72","null","19","null","3","null","138","null","7","null","4","null","0","null","7","null","0","null","0","null","0","null","1","null","2","null","0","null","11","null","4","null","2","null","0","null","0","null","0","null","0","null","1","null","1","null","1","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37099000BCK","BARKERS CREEK, Jackson County, North Carolina","1535","null","1451","null","1350","null","16","null","63","null","9","null","0","null","13","null","84","null","77","null","3","null","36","null","0","null","2","null","34","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","1","null","1","null","1","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37099000CAN","CANADA, Jackson County, North Carolina","564","null","532","null","495","null","3","null","7","null","0","null","0","null","27","null","32","null","29","null","2","null","14","null","0","null","0","null","11","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37099000CAS","CASHIERS, Jackson County, North Carolina","2212","null","2122","null","2005","null","8","null","11","null","22","null","0","null","76","null","90","null","87","null","0","null","17","null","2","null","0","null","64","null","2","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37099000CFK","CANEY FORK, Jackson County, North Carolina","668","null","636","null","606","null","4","null","11","null","6","null","0","null","9","null","32","null","25","null","0","null","10","null","0","null","0","null","13","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","5","null","0","null","0","null","1","null","0","null","3","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37099000CUL","CULLOWHEE, Jackson County, North Carolina","9507","null","9036","null","8012","null","526","null","106","null","135","null","2","null","255","null","471","null","443","null","116","null","145","null","63","null","9","null","91","null","9","null","0","null","0","null","3","null","0","null","0","null","4","null","3","null","0","null","0","null","27","null","17","null","0","null","0","null","3","null","3","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37099000GCK","GREENS CREEK, Jackson County, North Carolina","1164","null","1128","null","1076","null","11","null","23","null","7","null","0","null","11","null","36","null","30","null","3","null","17","null","0","null","0","null","8","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","6","null","1","null","0","null","0","null","0","null","0","null","2","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37099000GLV","GLENVILLE, Jackson County, North Carolina","2223","null","2137","null","1942","null","1","null","19","null","4","null","0","null","171","null","86","null","81","null","1","null","33","null","1","null","1","null","40","null","0","null","0","null","0","null","3","null","1","null","0","null","1","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37099000QUA","QUALLA, Jackson County, North Carolina","4791","null","4485","null","2012","null","27","null","2278","null","60","null","0","null","108","null","306","null","285","null","2","null","216","null","6","null","0","null","46","null","5","null","0","null","0","null","3","null","0","null","0","null","7","null","0","null","0","null","0","null","13","null","6","null","0","null","0","null","0","null","0","null","0","null","1","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","4","null","0","null","2","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37099000RIV","RIVER, Jackson County, North Carolina","966","null","911","null","811","null","7","null","1","null","1","null","1","null","90","null","55","null","55","null","6","null","14","null","0","null","2","null","32","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37099000SAV","SAVANNAH, Jackson County, North Carolina","1208","null","1167","null","1107","null","12","null","34","null","2","null","0","null","12","null","41","null","39","null","0","null","11","null","3","null","1","null","23","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37099000SCC","SCOTTS CREEK COMBINED, Jackson County, North Carolina","1922","null","1833","null","1727","null","21","null","54","null","6","null","0","null","25","null","89","null","87","null","1","null","43","null","2","null","0","null","38","null","0","null","0","null","0","null","1","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37099000SDC","SSW_SND, Jackson County, North Carolina","6732","null","6448","null","5735","null","132","null","125","null","131","null","3","null","322","null","284","null","270","null","29","null","125","null","18","null","1","null","93","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","11","null","2","null","0","null","0","null","3","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","1","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US37099000WEB","WEBSTER, Jackson County, North Carolina","2298","null","2191","null","2015","null","24","null","66","null","28","null","1","null","57","null","107","null","102","null","2","null","54","null","2","null","0","null","42","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","4","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR04","BENTONVILLE, Johnston County, North Carolina","1486","null","1420","null","954","null","247","null","7","null","3","null","0","null","209","null","66","null","61","null","6","null","15","null","0","null","4","null","30","null","2","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","0","null","4","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR07","NORTH BOON HILL, Johnston County, North Carolina","3490","null","3312","null","2625","null","406","null","7","null","26","null","6","null","242","null","178","null","173","null","16","null","51","null","3","null","0","null","87","null","9","null","0","null","0","null","3","null","0","null","0","null","4","null","0","null","0","null","0","null","5","null","4","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR08","SOUTH BOON HILL, Johnston County, North Carolina","2544","null","2432","null","2111","null","144","null","16","null","11","null","4","null","146","null","112","null","111","null","12","null","38","null","0","null","1","null","53","null","0","null","2","null","0","null","1","null","0","null","0","null","3","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR09","EAST CLAYTON, Johnston County, North Carolina","6006","null","5585","null","4327","null","892","null","39","null","94","null","2","null","231","null","421","null","397","null","24","null","70","null","29","null","1","null","232","null","13","null","2","null","1","null","18","null","0","null","0","null","4","null","1","null","1","null","1","null","20","null","11","null","1","null","0","null","1","null","2","null","1","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR13","NORTH ELEVATION, Johnston County, North Carolina","3375","null","3182","null","2678","null","307","null","27","null","33","null","0","null","137","null","193","null","189","null","15","null","49","null","15","null","2","null","97","null","3","null","3","null","0","null","3","null","1","null","0","null","1","null","0","null","0","null","0","null","4","null","3","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR14","SOUTH ELEVATION, Johnston County, North Carolina","3006","null","2859","null","2492","null","144","null","27","null","7","null","0","null","189","null","147","null","141","null","11","null","36","null","8","null","5","null","76","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","3","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR19","MICRO, Johnston County, North Carolina","2221","null","2068","null","1650","null","217","null","10","null","4","null","1","null","186","null","153","null","144","null","12","null","19","null","4","null","0","null","104","null","1","null","1","null","0","null","2","null","0","null","0","null","0","null","1","null","0","null","0","null","9","null","5","null","0","null","0","null","0","null","3","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR20","NORTH ONEALS, Johnston County, North Carolina","4551","null","4263","null","2965","null","763","null","62","null","19","null","4","null","450","null","288","null","276","null","22","null","36","null","11","null","0","null","175","null","19","null","0","null","4","null","6","null","0","null","0","null","2","null","0","null","0","null","1","null","11","null","5","null","1","null","0","null","1","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR21","SOUTH ONEALS, Johnston County, North Carolina","3439","null","3283","null","2757","null","184","null","23","null","12","null","2","null","305","null","156","null","150","null","16","null","34","null","2","null","0","null","94","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","4","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR22","PINE LEVEL, Johnston County, North Carolina","4130","null","3844","null","2845","null","481","null","30","null","12","null","0","null","476","null","286","null","275","null","27","null","52","null","0","null","0","null","179","null","4","null","0","null","1","null","7","null","0","null","0","null","5","null","0","null","0","null","0","null","11","null","8","null","0","null","1","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR24","EAST SELMA, Johnston County, North Carolina","3261","null","2987","null","1302","null","1112","null","32","null","18","null","1","null","522","null","274","null","261","null","17","null","21","null","8","null","0","null","171","null","8","null","1","null","0","null","21","null","0","null","0","null","13","null","0","null","0","null","1","null","13","null","8","null","0","null","0","null","0","null","0","null","0","null","4","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR25","WEST SELMA, Johnston County, North Carolina","3418","null","3041","null","1500","null","860","null","43","null","9","null","0","null","629","null","377","null","367","null","18","null","19","null","6","null","1","null","302","null","9","null","0","null","0","null","11","null","0","null","0","null","1","null","0","null","0","null","0","null","9","null","5","null","0","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR26","EAST SMITHFIELD, Johnston County, North Carolina","3281","null","2992","null","1349","null","1111","null","26","null","20","null","0","null","486","null","289","null","280","null","19","null","23","null","8","null","1","null","200","null","6","null","0","null","0","null","15","null","0","null","0","null","8","null","0","null","0","null","0","null","8","null","1","null","0","null","0","null","0","null","0","null","0","null","5","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR28","SOUTH SMITHFIELD, Johnston County, North Carolina","4951","null","4612","null","3402","null","668","null","19","null","33","null","0","null","490","null","339","null","327","null","9","null","45","null","6","null","1","null","246","null","6","null","0","null","0","null","10","null","0","null","0","null","3","null","0","null","1","null","0","null","12","null","8","null","0","null","0","null","3","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR30","WILSONS MILLS, Johnston County, North Carolina","5714","null","5301","null","3415","null","1230","null","65","null","33","null","2","null","556","null","413","null","387","null","35","null","54","null","18","null","0","null","240","null","13","null","5","null","1","null","10","null","0","null","0","null","11","null","0","null","0","null","0","null","26","null","8","null","3","null","0","null","0","null","2","null","0","null","12","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR32","NORTH WILDERS, Johnston County, North Carolina","3656","null","3426","null","2724","null","367","null","22","null","18","null","0","null","295","null","230","null","215","null","13","null","51","null","11","null","4","null","115","null","9","null","0","null","0","null","6","null","0","null","0","null","1","null","1","null","4","null","0","null","13","null","3","null","0","null","0","null","4","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR33","SOUTH PLEASANT GROVE, Johnston County, North Carolina","4816","null","4567","null","3749","null","385","null","59","null","29","null","2","null","343","null","249","null","238","null","7","null","46","null","14","null","2","null","152","null","4","null","2","null","0","null","2","null","3","null","0","null","6","null","0","null","0","null","0","null","8","null","2","null","2","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR34","SOUTH CLAYTON, Johnston County, North Carolina","8073","null","7341","null","4593","null","1882","null","51","null","88","null","0","null","727","null","732","null","678","null","42","null","88","null","29","null","3","null","455","null","15","null","6","null","4","null","28","null","0","null","0","null","4","null","2","null","2","null","0","null","47","null","11","null","2","null","0","null","2","null","0","null","0","null","23","null","2","null","1","null","0","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","0","null","0","null","7","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR35","BANNER, Johnston County, North Carolina","5792","null","5519","null","4238","null","886","null","41","null","38","null","1","null","315","null","273","null","251","null","29","null","78","null","10","null","5","null","109","null","14","null","1","null","0","null","2","null","0","null","0","null","3","null","0","null","0","null","0","null","22","null","8","null","2","null","0","null","9","null","0","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR36","BEULAH, Johnston County, North Carolina","3547","null","3287","null","2670","null","468","null","20","null","14","null","0","null","115","null","260","null","250","null","16","null","53","null","7","null","0","null","153","null","11","null","0","null","0","null","5","null","0","null","0","null","4","null","0","null","1","null","0","null","9","null","2","null","0","null","0","null","1","null","2","null","0","null","3","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR37","INGRAMS, Johnston County, North Carolina","5200","null","4924","null","3769","null","540","null","61","null","4","null","0","null","550","null","276","null","272","null","26","null","56","null","1","null","2","null","164","null","8","null","3","null","0","null","9","null","0","null","0","null","3","null","0","null","0","null","0","null","4","null","1","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"7000000US3710100PR38","MEADOW, Johnston County, North Carolina","2635","null","2552","null","2116","null","126","null","27","null","0","null","1","null","282","null","83","null","79","null","7","null","29","null","3","null","2","null","30","null","0","null","0","null","0","null","1","null","1","null","0","null","2","null","0","null","4","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
