GEO_ID,Total Population,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Other Race,MORE THAN 1 RACE
7000000US3707900BEAR,1011,669,259,4,3,0,49,81
7000000US3707900BULL,1107,567,320,5,0,0,160,165
7000000US3707900CAST,1043,664,272,11,1,0,53,126
7000000US3707900HOOK,967,492,309,9,1,0,128,84
7000000US3707900MAUR,4913,2170,2297,62,10,2,276,288
7000000US3707900SHIN,1897,1070,496,20,2,0,234,225
7000000US3707900SUGG,1238,631,408,8,3,1,153,102
7000000US3707900WALS,1282,644,339,15,0,0,203,243
7000000US370810000GR,2925,2612,114,10,7,4,62,348
7000000US37081000CG1,3409,2225,770,13,127,0,75,597
7000000US37081000CG2,2230,1709,235,6,126,0,41,339
7000000US37081000FR1,5728,2571,1954,27,603,3,179,1173
7000000US37081000FR2,2561,1761,318,5,302,0,30,435
7000000US37081000FR3,1570,1112,220,3,97,0,34,312
7000000US37081000FR4,1481,1163,134,10,60,1,38,225
7000000US37081000G01,1619,422,1066,1,58,0,26,138
7000000US37081000G02,1850,455,737,5,404,3,142,312
7000000US37081000G03,2336,192,1705,7,37,2,258,405
7000000US37081000G04,2436,211,1797,24,70,3,199,396
7000000US37081000G05,1538,77,1308,4,30,0,44,225
7000000US37081000G06,1583,103,1337,5,32,0,54,156
7000000US37081000G07,3136,819,1688,31,297,0,159,426
7000000US37081000G08,3043,633,1636,14,345,0,255,480
7000000US37081000G09,3895,878,2367,33,170,1,234,636
7000000US37081000G10,3546,810,2036,31,152,0,334,549
7000000US37081000G11,1895,1512,208,2,61,0,29,249
7000000US37081000G12,1162,951,98,3,26,2,20,186
7000000US37081000G13,1473,1218,136,4,16,2,11,258
7000000US37081000G14,1172,1048,37,0,11,1,10,195
7000000US37081000G15,1401,1209,88,8,22,0,22,156
7000000US37081000G16,1325,1223,30,2,7,0,9,162
7000000US37081000G17,1738,1466,102,2,61,0,32,225
7000000US37081000G18,1234,1125,26,1,16,2,16,144
7000000US37081000G19,1656,1408,150,7,23,0,18,150
7000000US37081000G20,2641,2187,261,8,61,0,13,333
7000000US37081000G21,4205,2405,1128,21,292,0,131,684
7000000US37081000G22,1708,1458,101,4,40,1,25,237
7000000US37081000G23,1723,1169,339,5,84,0,59,201
7000000US37081000G24,1705,1014,452,2,59,0,51,381
7000000US37081000G25,1978,1380,448,7,22,0,23,294
7000000US37081000G26,3591,1600,1485,12,193,2,77,666
7000000US37081000G27,3104,2283,529,21,103,2,24,426
7000000US37081000G28,1237,867,219,2,37,2,30,240
7000000US37081000G29,2105,1337,515,14,85,0,66,264
7000000US37081000G30,1755,1475,100,0,80,0,20,240
7000000US37081000G31,1549,1307,110,9,25,1,35,186
7000000US37081000G32,2277,1898,143,1,120,0,33,246
7000000US37081000G33,1553,1417,47,2,32,0,10,135
7000000US37081000G34,1681,1521,81,1,18,0,17,129
7000000US37081000G35,1145,1042,24,3,30,0,1,135
7000000US37081000G36,2160,1316,601,8,52,0,91,276
7000000US37081000G37,3442,1348,1503,25,106,4,185,813
7000000US37081000G38,2571,1683,535,12,109,0,57,525
7000000US37081000G39,1948,1408,246,6,69,0,156,189
7000000US37081000G43,3803,1684,1497,31,138,1,200,756
7000000US37081000G44,4226,2287,1463,9,131,2,88,738
7000000US37081000G45,5790,2744,2180,24,217,2,285,1014
7000000US37081000G46,3779,407,2947,25,49,2,176,519
7000000US37081000G47,3844,1449,1692,19,124,4,283,819
7000000US37081000G48,5068,2613,1808,37,171,6,186,741
7000000US37081000G49,1619,614,762,8,53,0,78,312
7000000US37081000G50,4704,1047,2370,64,158,4,668,1179
7000000US37081000G51,2540,790,849,31,326,6,271,801
7000000US37081000G52,2590,347,1675,27,105,0,309,381
7000000US37081000G53,3550,403,2421,34,60,1,404,681
7000000US37081000G54,3558,585,2320,20,51,0,384,594
7000000US37081000G55,2751,478,1767,33,128,0,202,429
7000000US37081000G56,2200,439,817,29,583,3,191,414
7000000US37081000G57,2242,505,1217,25,162,0,181,456
7000000US37081000G58,2624,570,1381,30,199,1,247,588
7000000US37081000G59,1863,435,857,26,178,3,221,429
7000000US37081000G60,3121,800,1210,47,255,6,548,765
7000000US37081000G61,2658,603,1279,27,209,13,349,534
7000000US37081000G62,2017,965,615,16,115,0,153,459
7000000US37081000G63,2287,1286,786,2,87,0,56,210
7000000US37081000G64,3641,1374,1603,30,144,4,218,804
7000000US37081000G65,2933,1517,851,21,234,2,113,585
7000000US37081000G66,2628,1494,617,18,265,0,63,513
7000000US37081000G67,1734,46,1527,7,16,0,86,156
7000000US37081000G68,3152,57,2865,7,4,0,134,255
7000000US37081000G69,2602,657,1666,8,44,2,108,351
7000000US37081000G70,3013,88,2646,10,24,1,123,363
7000000US37081000G71,2794,95,2304,30,86,0,163,348
7000000US37081000G72,2991,261,2185,20,111,2,284,384
7000000US37081000G73,1723,96,1401,12,16,4,85,327
7000000US37081000G74,2157,75,1905,8,7,0,98,192
7000000US37081000G75,1801,184,1384,15,56,1,54,321
7000000US37081000GIB,3125,2120,710,16,23,0,97,477
7000000US37081000H01,3061,1080,1081,40,178,1,432,747
7000000US37081000H02,2111,1207,512,26,99,0,151,348
7000000US37081000H03,2867,675,1162,28,404,0,418,540
7000000US37081000H04,3728,1258,1106,46,796,0,358,492
7000000US37081000H05,2818,558,1547,29,292,1,168,669
7000000US37081000H06,3304,1593,1007,14,313,0,168,627
7000000US37081000H07,1900,268,1249,10,52,1,179,423
7000000US37081000H08,1714,240,1220,5,61,0,110,234
7000000US37081000H09,2273,277,1678,13,64,0,121,360
7000000US37081000H10,2379,387,1540,25,195,1,96,405
7000000US37081000H11,5260,3320,1282,22,107,10,453,198
7000000US37081000H12,1780,745,708,31,54,0,136,318
7000000US37081000H13,2048,1556,302,7,60,3,44,228
7000000US37081000H14,1464,1167,138,3,62,1,34,177
7000000US37081000H15,2430,1326,695,21,155,0,107,378
7000000US37081000H16,1592,1020,282,9,126,1,70,252
7000000US37081000H17,1840,733,723,8,97,0,197,246
7000000US37081000H18,2698,974,1302,15,148,1,163,285
7000000US37081000H21,1688,1125,303,14,99,3,77,201
7000000US37081000H22,1947,895,687,7,106,1,155,288
7000000US37081000H23,1632,1182,240,3,75,1,62,207
7000000US37081000H24,2504,1688,411,11,194,0,71,387
7000000US37081000H25,3354,2332,533,6,251,7,82,429
7000000US37081000H26,2186,1472,393,2,159,4,62,282
7000000US37081000H28,3103,1653,902,15,222,4,120,561
7000000US37081000OR1,3822,3124,184,10,236,0,61,621
7000000US37081000OR2,2549,2040,139,5,199,0,43,369
7000000US37081000PG1,2143,1452,453,18,9,2,105,312
7000000US37081000PG2,2848,2450,253,17,16,3,46,189
7000000US37081000RC1,3930,2269,1327,11,65,0,72,558
7000000US37081000RC2,6325,3826,1777,25,151,0,229,951
7000000US37081000SF1,3423,2739,196,8,197,2,95,558
7000000US37081000SF2,1729,1534,54,11,22,2,28,234
7000000US37081000SF3,3366,2172,290,5,652,0,67,540
7000000US37081000SF4,3667,2804,283,1,339,0,58,546
7000000US3708100CG3A,1813,1371,228,3,111,0,34,198
7000000US3708100CG3B,2715,1911,478,4,167,0,31,372
7000000US3708100FEN1,4091,1499,2191,32,79,0,153,411
7000000US3708100FEN2,1993,1602,270,12,22,2,20,195
7000000US3708100FR5A,2339,1610,361,6,170,0,49,429
7000000US3708100FR5B,1448,1043,190,3,58,1,45,324
7000000US3708100G40B,1601,1161,217,11,126,0,10,228
7000000US3708100G41A,2009,1323,414,2,70,0,67,399
7000000US3708100G41B,2333,1595,266,6,226,0,76,492
7000000US3708100G42A,1647,1211,251,2,55,3,28,291
7000000US3708100G42B,1085,990,54,4,7,0,5,75
7000000US3708100H19A,1706,375,1000,8,107,0,133,249
7000000US3708100H19B,1285,769,344,2,55,0,30,255
7000000US3708100H20A,1682,995,422,13,87,0,73,276
7000000US3708100H20B,1316,896,264,4,72,0,30,150
7000000US3708100H29A,2723,1361,827,7,279,2,103,432
7000000US3708100H29B,3541,1909,932,24,362,2,144,504
7000000US3708100JAM1,2821,2154,397,6,80,2,41,423
7000000US3708100JAM2,1916,1353,325,8,91,0,44,285
7000000US3708100JAM3,2035,1318,322,8,204,1,76,318
7000000US3708100JAM4,2941,2229,313,22,165,0,65,441
7000000US3708100JAM5,1945,1425,85,14,244,2,74,303
7000000US3708100JEF1,3634,1947,1206,15,67,1,192,618
7000000US3708100JEF2,3468,1418,1572,36,53,2,156,693
7000000US3708100JEF3,4081,948,2629,30,104,0,149,663
7000000US3708100JEF4,2214,1376,594,30,67,0,42,315
7000000US3708100MON1,3593,1248,1796,32,60,0,252,615
7000000US3708100MON3,4766,3494,791,23,78,0,150,690
7000000US3708100NDRI,2957,2383,140,13,184,0,74,489
7000000US3708100NMAD,3148,1628,1104,15,71,6,156,504
7000000US3708100SDRI,6195,4177,730,20,824,7,133,912
7000000US3708100SMAD,2947,1915,724,15,14,0,106,519
7000000US3708100STOK,4456,3825,228,28,102,0,91,546
7000000US3708100SUM1,2596,905,1292,18,104,1,118,474
7000000US3708100SUM2,2718,1086,1244,33,71,1,149,402
7000000US3708100SUM3,1494,1164,89,17,5,0,135,252
7000000US3708100SUM4,2160,1944,49,15,11,0,56,255
7000000US370810G40A1,1653,1272,162,1,90,1,26,303
7000000US370810G40A2,1516,1067,276,6,67,0,37,189
7000000US370810H27-A,2136,1329,350,19,279,0,66,279
7000000US370810H27-B,2346,1338,378,13,379,4,76,474
7000000US370810MON2A,3973,1117,2378,29,45,0,179,675
7000000US370810MON2B,1852,796,872,5,29,1,36,339
7000000US370810NCGR1,3143,2648,233,7,109,2,37,321
7000000US370810NCGR2,2474,2104,154,6,65,1,21,369
7000000US370810NWASH,1395,1236,74,8,1,0,24,156
7000000US370810SCLAY,2183,1960,85,16,8,1,34,237
7000000US370810SWASH,1064,902,81,8,6,0,24,129
7000000US37081NCLAY1,2517,1800,509,11,48,0,45,312
7000000US37081NCLAY2,1468,1277,81,12,26,0,21,153
7000000US370830000SN,2438,644,1706,5,3,0,40,120
7000000US37083000HAL,2299,643,1522,15,2,0,68,147
7000000US37083000HOL,2291,212,905,1048,3,1,24,294
7000000US37083000HPR,1147,471,603,2,0,0,45,78
7000000US37083000RRC,2461,1490,821,22,25,0,28,225
7000000US3708300CONC,331,106,205,5,0,1,11,9
7000000US3708300ENF1,2132,397,1647,17,0,0,25,138
7000000US3708300RR-3,1286,985,192,5,6,1,20,231
7000000US3708300RR-4,1016,835,116,6,25,0,21,39
7000000US3708300RR-5,1117,775,260,11,8,1,32,90
7000000US3708300RR-7,1299,420,788,7,0,1,36,141
7000000US3708300RR-9,2984,1048,1794,11,0,0,36,285
7000000US370830BUTWD,443,175,234,16,1,0,3,42
7000000US370830ENF-2,1308,177,1075,11,0,1,14,90
7000000US370830FAUCT,1342,791,499,4,7,0,12,87
7000000US370830LIT-1,1517,484,979,11,6,0,13,72
7000000US370830LIT-2,1438,1039,347,14,4,0,12,66
7000000US370830RINGW,1292,175,1014,36,2,0,26,117
7000000US370830RR-10,2809,1614,984,13,96,1,23,234
7000000US370830RR-11,2755,1743,861,24,13,0,41,219
7000000US370830RR1-2,1481,901,459,14,12,1,27,201
7000000US370830WEL-3,2295,737,1477,10,9,0,16,138
7000000US37083WEL1-2,1494,335,1076,10,3,2,20,144
7000000US3708500PR01,12608,7422,3106,152,247,42,561,3234
7000000US3708500PR07,16849,10324,3508,149,374,50,913,4593
7000000US3708500PR08,8787,5866,1205,83,65,1,935,1896
7000000US3708500PR16,9729,5771,2095,136,150,41,627,2727
7000000US3708500PR20,3050,1381,1366,56,8,11,76,456
7000000US3708500PR23,6702,4721,951,55,26,8,571,1110
7000000US3708500PR24,8304,5953,979,81,49,2,806,1302
7000000US3708500PR25,3790,1919,1466,57,32,1,161,462
7000000US3708500PR26,4939,3604,771,82,10,6,282,552
7000000US3708500PR28,6898,5421,695,54,32,9,292,1185
7000000US3708500PR29,5371,3486,1373,65,30,1,218,594
7000000US3708500PR31,4096,2058,1487,38,29,6,326,456
7000000US3708500PR32,6946,5163,1041,49,116,2,307,804
7000000US3708700000P,3037,2887,7,10,11,0,41,243
7000000US370870000AC,2600,2359,16,22,26,0,60,351
7000000US370870000BC,48,35,2,0,0,0,1,30
7000000US370870000CE,409,398,1,2,0,0,2,18
7000000US370870000CR,1562,1488,0,0,5,0,14,165
7000000US370870000EF,1379,1256,2,9,9,0,41,186
7000000US370870000HA,1293,1129,37,11,4,0,44,204
7000000US370870000ID,1031,972,3,1,3,0,11,123
7000000US370870000IH,4269,3906,20,21,42,0,49,693
7000000US370870000JC,3771,3527,9,14,15,0,69,411
7000000US370870000LJ,2066,1942,14,2,23,0,16,207
7000000US370870000PC,1324,1270,7,2,0,0,15,90
7000000US370870000SA,2339,2167,13,16,8,0,39,288
7000000US370870000WC,907,778,36,9,14,0,31,117
7000000US370870000WE,1614,1513,5,7,15,0,39,105
7000000US370870000WO,338,324,1,3,0,0,0,30
7000000US370870000WW,1997,1840,29,6,16,0,30,228
7000000US3708700BE-1,1555,1414,25,14,6,0,21,225
7000000US3708700BE-2,1365,1247,11,9,0,0,25,219
7000000US3708700BE-3,2224,2057,18,14,13,0,30,276
7000000US3708700BE-4,1869,1776,12,5,11,0,17,144
7000000US3708700BE-7,1310,1208,17,12,5,0,19,147
7000000US3708700BE56,2069,1829,115,14,3,0,27,243
7000000US3708700CL-N,2424,2202,21,9,18,0,49,375
7000000US3708700CL-S,2871,2587,51,25,14,1,61,396
7000000US3708700FC-1,799,767,0,3,2,0,4,69
7000000US3708700FC-2,166,159,0,1,0,0,1,15
7000000US3708700WS-1,2379,2203,32,12,17,0,23,276
7000000US3708700WS-2,2076,1880,46,14,12,0,36,264
7000000US370890000AR,1933,1509,25,10,27,19,236,321
7000000US370890000AT,3296,3019,35,8,18,7,50,477
7000000US370890000BC,1007,916,13,7,4,0,16,153
7000000US370890000BK,1705,1148,169,10,111,8,141,354
7000000US370890000CB,1357,1237,9,4,6,3,18,240
7000000US370890000CC,5061,4248,160,28,67,27,275,768
7000000US370890000ED,3376,2823,51,10,14,0,274,612
7000000US370890000EF,3849,2553,150,32,43,84,709,834
7000000US370890000ES,2480,2209,31,17,22,1,75,375
7000000US370890000EV,2757,2456,40,7,35,1,50,504
7000000US370890000FL,4997,4039,285,28,133,1,191,960
7000000US370890000FR,3003,2854,13,7,13,4,15,291
7000000US370890000GM,1478,1125,58,13,31,12,141,294
7000000US370890000GR,2684,2494,9,11,10,2,35,369
7000000US370890000HC,3415,3009,98,11,61,1,77,474
7000000US370890000HS,2601,2350,38,3,8,8,80,342
7000000US370890000LJ,1990,1873,4,0,21,1,15,228
7000000US370890000LP,1885,1794,10,1,12,3,14,153
7000000US370890000MG,1497,1076,36,23,18,19,180,435
7000000US370890000NB,5212,3754,113,16,36,52,873,1104
7000000US370890000NE,2443,1907,123,17,61,9,171,465
7000000US370890000NM,3106,2778,47,7,32,8,101,399
7000000US370890000NW,2389,1963,63,13,28,8,213,303
7000000US370890000PR,3210,2745,96,9,45,4,158,459
7000000US370890000PV,2136,1952,30,3,18,0,51,246
7000000US370890000RG,2583,2230,46,7,22,17,141,360
7000000US370890000RR,1078,971,7,6,3,1,10,240
7000000US370890000SB,3599,2966,41,37,20,41,314,540
7000000US370890000SE,2116,1422,73,18,24,36,385,474
7000000US370890000SM,3952,3626,34,20,24,22,68,474
7000000US370890000SW,2701,2384,45,12,37,11,91,363
7000000US3708900HV-1,2644,2301,99,3,20,14,109,294
7000000US3708900HV-2,3865,2702,389,27,44,32,439,696
7000000US3708900HV-3,3023,2538,203,8,18,10,130,348
7000000US370910000A1,2439,924,1356,34,32,1,17,225
7000000US370910000A2,2303,905,1275,17,19,0,25,186
7000000US370910000A3,1202,108,1032,20,0,0,2,120
7000000US370910000BR,483,115,348,4,0,0,4,36
7000000US370910000CM,497,295,165,0,4,0,8,75
7000000US370910000CO,544,156,360,12,0,0,3,39
7000000US370910000HV,843,418,385,8,0,0,4,84
7000000US370910000M1,3464,1101,2077,14,26,0,157,267
7000000US370910000M2,1171,434,671,4,0,0,44,54
7000000US370910000ML,644,474,104,6,2,0,9,147
7000000US370910000SJ,781,266,473,4,0,1,7,90
7000000US370910000UN,866,314,485,3,0,0,31,99
7000000US370910000WN,2402,1163,1113,48,14,1,27,108
7000000US37093000001,581,72,105,310,7,4,39,132
7000000US37093000002,2553,513,525,1211,2,6,171,375
7000000US37093000003,1111,300,366,263,2,3,106,213
7000000US37093000004,1145,626,321,70,14,5,21,264
7000000US37093000005,1917,1042,530,119,15,9,70,396
7000000US37093000012,4508,2637,1036,146,63,16,225,1155
7000000US37093000013,1569,829,327,220,36,3,64,270
7000000US37093000014,5785,2227,2300,92,116,20,435,1785
7000000US37093000015,3303,1405,1229,81,75,6,220,861
7000000US37093000061,1631,600,755,100,10,0,90,228
7000000US37093000062,1070,450,386,66,14,1,37,348
7000000US37093000063,4117,1280,1725,143,72,20,457,1260
7000000US37093000064,2470,1155,907,155,30,8,86,387
7000000US37093000065,556,31,478,3,0,0,18,78
7000000US3709300006B,5156,2610,1475,60,133,33,318,1581
7000000US370950000BM,358,317,8,0,0,0,16,51
7000000US370950000FF,861,375,417,7,7,2,22,93
7000000US370950000LL,473,236,183,0,0,0,42,36
7000000US370950000SQ,527,369,133,1,0,0,7,51
7000000US37095000ENG,586,362,170,2,0,0,31,63
7000000US37095000OCK,657,593,4,0,0,0,30,90
7000000US3709500SLAD,323,201,112,0,0,0,1,27
7000000US370970000BA,6007,4997,479,34,66,5,144,846
7000000US370970000BE,5732,4543,567,24,92,1,217,864
7000000US370970000CD,5578,4500,489,26,94,0,235,702
7000000US370970000CS,3071,2375,327,23,59,1,168,354
7000000US370970000EM,1459,1231,94,7,2,1,54,210
7000000US370970000FT,8042,6854,669,14,65,1,122,951
7000000US370970000NH,1380,1292,6,4,1,0,27,150
7000000US370970000OL,1448,1322,35,12,2,0,26,153
7000000US370970000SB,2108,1933,78,4,7,0,19,201
7000000US370970000TB,3095,2384,300,16,8,2,215,510
7000000US370970000UG,1657,1455,19,15,6,0,106,168
7000000US37097000CC1,7139,5633,735,27,120,2,206,1248
7000000US37097000CC2,7733,5450,1238,40,221,2,300,1446
7000000US37097000CC3,10360,8045,1071,40,159,8,336,2103
7000000US37097000CC4,8286,6539,568,29,363,3,326,1374
7000000US37097000ST1,4846,3261,862,16,160,0,261,858
7000000US37097000ST2,4281,2754,942,6,81,0,225,819
7000000US37097000ST3,4144,2077,1577,17,31,0,226,648
7000000US37097000ST4,3732,2516,790,17,31,0,148,690
7000000US37097000ST5,3881,2242,1153,10,49,1,207,657
7000000US37097000ST6,4913,2379,1797,20,78,2,322,945
7000000US3709700CH-A,2850,1988,488,19,67,2,114,516
7000000US3709700CH-B,3872,2905,305,15,50,2,307,864
7000000US3709700SH-A,3444,2875,211,13,108,2,88,441
7000000US3709700SH-B,3603,3141,203,7,34,0,77,423
7000000US370970DV1-A,10776,8828,502,37,525,11,282,1773
7000000US370970DV1-B,9512,8542,165,24,227,12,85,1371
7000000US370970DV2-A,4141,3692,60,17,100,3,82,561
7000000US370970DV2-B,6705,5301,352,11,632,3,107,897
7000000US37099000BCK,1535,1350,16,63,9,0,13,252
7000000US37099000CAN,564,495,3,7,0,0,27,96
7000000US37099000CAS,2212,2005,8,11,22,0,76,270
7000000US37099000CFK,668,606,4,11,6,0,9,96
7000000US37099000CUL,9507,8012,526,106,135,2,255,1413
7000000US37099000GCK,1164,1076,11,23,7,0,11,108
7000000US37099000GLV,2223,1942,1,19,4,0,171,258
7000000US37099000QUA,4791,2012,27,2278,60,0,108,918
7000000US37099000RIV,966,811,7,1,1,1,90,165
7000000US37099000SAV,1208,1107,12,34,2,0,12,123
7000000US37099000SCC,1922,1727,21,54,6,0,25,267
7000000US37099000SDC,6732,5735,132,125,131,3,322,852
7000000US37099000WEB,2298,2015,24,66,28,1,57,321
7000000US3710100PR04,1486,954,247,7,3,0,209,198
7000000US3710100PR07,3490,2625,406,7,26,6,242,534
7000000US3710100PR08,2544,2111,144,16,11,4,146,336
7000000US3710100PR09,6006,4327,892,39,94,2,231,1263
7000000US3710100PR13,3375,2678,307,27,33,0,137,579
7000000US3710100PR14,3006,2492,144,27,7,0,189,441
7000000US3710100PR19,2221,1650,217,10,4,1,186,459
7000000US3710100PR20,4551,2965,763,62,19,4,450,864
7000000US3710100PR21,3439,2757,184,23,12,2,305,468
7000000US3710100PR22,4130,2845,481,30,12,0,476,858
7000000US3710100PR24,3261,1302,1112,32,18,1,522,822
7000000US3710100PR25,3418,1500,860,43,9,0,629,1131
7000000US3710100PR26,3281,1349,1111,26,20,0,486,867
7000000US3710100PR28,4951,3402,668,19,33,0,490,1017
7000000US3710100PR30,5714,3415,1230,65,33,2,556,1239
7000000US3710100PR32,3656,2724,367,22,18,0,295,690
7000000US3710100PR33,4816,3749,385,59,29,2,343,747
7000000US3710100PR34,8073,4593,1882,51,88,0,727,2196
7000000US3710100PR35,5792,4238,886,41,38,1,315,819
7000000US3710100PR36,3547,2670,468,20,14,0,115,780
7000000US3710100PR37,5200,3769,540,61,4,0,550,828
7000000US3710100PR38,2635,2116,126,27,0,1,282,249
7000000US371010PR10A,3835,2154,1045,33,49,0,269,855
7000000US371010PR10B,2945,2128,416,8,23,0,170,600
7000000US371010PR11A,3620,2337,746,16,33,0,232,768
7000000US371010PR11B,5931,3995,1113,29,92,1,274,1281
7000000US371010PR12A,6063,4071,1224,48,125,9,233,1059
7000000US371010PR12B,5362,3803,897,49,70,9,183,1053
7000000US371010PR23A,5041,3785,482,91,27,0,347,927
7000000US371010PR23B,3898,2942,406,34,13,0,262,723
7000000US371010PR27A,2309,1278,585,7,55,5,228,453
7000000US371010PR27B,3809,2422,707,56,16,0,308,900
7000000US371010PR29A,6835,5200,738,37,95,10,279,1428
7000000US371010PR29B,11649,8461,1786,54,181,11,375,2343
7000000US371010PR31A,3325,2491,421,10,37,2,152,636
7000000US371010PR31B,6885,4870,962,40,129,3,401,1440
7000000US37103000P01,817,545,232,2,3,0,13,66
7000000US37103000P02,513,425,64,1,0,0,18,15
7000000US37103000P03,641,536,73,2,0,0,12,54
7000000US37103000P04,2027,1385,526,16,11,0,24,195
7000000US37103000P05,1425,673,658,14,9,0,28,129
7000000US37103000P06,658,510,80,6,3,0,38,63
7000000US37103000P07,1400,783,527,10,8,0,10,186
7000000US371050000A1,6174,3213,1578,46,85,10,773,1407
7000000US371050000A2,7755,2791,2486,114,65,1,1590,2124
7000000US371050000B1,2391,1813,357,9,14,0,86,336
7000000US371050000B2,3097,1693,693,19,53,5,388,738
7000000US371050000C1,7253,5681,752,36,56,6,361,1083
7000000US371050000C2,4736,3699,514,33,23,0,247,660
7000000US371050000D1,4535,3445,491,28,98,6,175,876
7000000US371050000D2,4171,3288,340,27,70,4,162,840
7000000US371050000E1,3002,2407,257,28,18,0,132,480
7000000US371050000E2,5278,3095,843,67,58,1,808,1218
7000000US3710700000C,2580,1414,953,1,13,3,113,249
7000000US3710700000I,1967,1327,452,14,4,4,83,249
7000000US3710700000N,3591,2414,821,22,2,1,193,414
7000000US3710700000V,2552,1248,1096,15,8,0,98,261
7000000US3710700000W,1250,1082,72,4,1,1,38,156
7000000US371070000FC,4618,3147,1031,21,36,3,119,783
7000000US371070000K1,958,39,867,0,0,0,18,102
7000000US371070000K2,1069,87,948,0,1,0,5,84
7000000US371070000K3,1490,400,998,4,16,5,22,135
7000000US371070000K4,2877,1666,1033,6,42,3,44,249
7000000US371070000K5,1607,484,1040,10,19,1,14,117
7000000US371070000K6,2198,276,1801,8,16,0,22,225
7000000US371070000K7,1912,342,1476,1,6,0,40,141
7000000US371070000K8,912,34,844,1,0,0,4,87
7000000US371070000K9,2102,758,1219,6,53,2,21,129
7000000US371070000MH,4072,2127,1562,4,19,4,212,432
7000000US371070000SH,842,650,98,6,3,0,42,129
7000000US371070000SW,1167,945,133,3,4,1,50,93
7000000US371070000T1,1577,1161,172,3,5,1,170,195
7000000US371070000T2,1135,943,88,2,2,1,65,102
7000000US37107000PH1,828,611,46,8,0,0,114,147
7000000US37107000PH2,1619,1237,149,6,3,1,164,177
7000000US3710900AS25,2899,2397,160,5,35,1,154,441
7000000US3710900BC13,2664,1730,394,22,35,0,271,636
7000000US3710900BS26,2393,1905,234,9,12,0,121,336
7000000US3710900CF19,1666,1503,24,6,23,0,34,228
7000000US3710900DN29,3507,3144,95,10,43,3,49,489
7000000US3710900DV08,3087,2817,38,6,14,2,66,432
7000000US3710900DW28,2975,2641,111,9,37,2,35,420
7000000US3710900HC33,4020,3572,77,4,20,0,134,639
7000000US3710900IS20,1874,1651,62,11,7,0,24,357
7000000US3710900IS23,2820,2317,250,20,12,2,55,492
7000000US3710900LB34,3345,2976,71,5,23,0,81,567
7000000US3710900LI14,1815,1544,106,1,12,1,72,237
7000000US3710900LN11,1904,1392,299,7,7,0,74,375
7000000US3710900LS12,2050,1494,276,7,15,0,125,399
7000000US3710900LW18,1333,1056,180,9,12,0,15,183
7000000US3710900LW31,4371,3907,192,15,41,1,42,519
7000000US3710900NB35,4432,4086,73,26,13,1,78,465
7000000US3710900OB21,2398,2149,63,5,13,0,42,378
7000000US3710900PC22,2919,2600,56,9,9,0,82,489
7000000US3710900SL24,2083,1723,106,10,5,4,110,375
7000000US3710900ST36,4134,3127,342,17,27,8,326,861
7000000US3710900TA37,3968,3491,164,24,45,2,41,603
7000000US3710900WP32,5759,5132,214,7,85,3,54,792
7000000US3711100NEBO,2911,2635,91,15,31,0,37,306
7000000US371110MAR-1,3333,2913,98,7,29,0,146,420
7000000US371110MAR-2,1742,1333,230,6,11,0,101,183
7000000US371110MAR-3,1165,977,21,4,10,0,73,240
7000000US371110MAR-4,1606,1213,38,12,20,0,242,243
7000000US371110MAR-5,1328,1189,17,11,15,0,42,162
7000000US37111CCREEK,2101,1993,15,11,10,0,9,189
7000000US37111DYSART,2938,2655,36,11,65,0,57,342
7000000US37111FORT-1,1500,1352,52,10,9,0,32,135
7000000US37111FORT-2,2073,1841,86,12,5,0,32,291
7000000US37111GLENWD,2109,1943,22,6,25,0,15,294
7000000US37111HIGGIN,2646,1996,486,16,12,0,74,186
7000000US37111M.COVE,1857,1755,9,7,5,0,26,165
7000000US37111N.COVE,934,869,11,1,6,0,9,114
7000000US37111PLEASA,2283,2086,32,19,11,0,62,219
7000000US37111T.COVE,970,902,5,0,5,0,20,114
7000000US37111WEST-M,4309,3720,202,10,35,0,176,498
7000000US37113000001,2796,2405,41,19,39,0,128,492
7000000US37113000002,1712,1391,22,10,12,2,117,474
7000000US37113000003,3049,2587,34,19,23,2,199,555
7000000US37113000004,1738,1576,14,11,12,0,60,195
7000000US37113000005,3219,2733,28,23,15,1,238,543
7000000US37113000006,2505,2245,13,35,11,0,75,378
7000000US37113000007,2439,2251,9,18,20,0,42,297
7000000US37113000008,537,473,5,5,0,0,13,123
7000000US37113000009,2794,2535,7,6,23,0,84,417
7000000US37113000010,533,469,1,7,1,0,20,105
7000000US37113000011,3271,2934,5,10,15,0,128,537
7000000US37113000012,2168,2010,12,5,19,1,38,249
7000000US37113000013,645,592,0,5,1,0,2,135
7000000US37113000014,805,745,1,9,6,2,7,105
7000000US37113000015,2134,1976,10,9,8,0,19,336
7000000US371150BEECH,2596,2424,6,12,13,0,22,357
7000000US371150NORTH,2359,2182,9,12,10,2,49,285
7000000US371150SANDY,544,521,0,1,3,0,5,42
7000000US371150SOUTH,1037,959,0,3,7,0,10,174
7000000US37115EBBS-C,1097,1022,6,6,1,0,12,150
7000000US37115GRAPEV,1183,1124,4,2,0,0,7,138
7000000US37115HOT-SP,865,798,2,0,4,0,7,162
7000000US37115LAUREL,1083,1031,2,3,0,0,12,105
