GEO_ID,Total Population,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Other Race,MORE THAN 1 RACE
7000000US37045OAKGRV,4059,3449,298,5,33,2,80,576
7000000US37045POLKVL,2679,2455,110,7,13,1,25,204
7000000US37045SHANGI,2945,2360,455,7,22,0,32,207
7000000US37047000P03,625,449,91,3,2,0,56,72
7000000US37047000P04,442,252,140,3,0,0,13,102
7000000US37047000P05,409,344,41,1,0,1,14,24
7000000US37047000P06,866,673,153,14,0,0,11,45
7000000US37047000P07,3207,1683,1279,63,6,0,59,351
7000000US37047000P08,481,435,13,6,2,0,16,27
7000000US37047000P09,1053,562,414,14,1,1,28,99
7000000US37047000P10,843,787,19,5,4,0,17,33
7000000US37047000P11,1590,899,485,24,6,3,131,126
7000000US37047000P12,218,207,1,3,0,0,2,15
7000000US37047000P13,776,627,48,10,1,1,68,63
7000000US37047000P14,3473,2010,1132,91,5,2,117,348
7000000US37047000P15,2309,1351,803,38,4,0,43,210
7000000US37047000P17,1258,457,609,91,2,0,51,144
7000000US37047000P18,602,405,151,10,0,0,18,54
7000000US37047000P19,2716,1533,985,42,24,0,50,246
7000000US37047000P21,1136,791,295,14,9,0,9,54
7000000US37047000P23,2075,1231,706,28,14,0,25,213
7000000US37047000P24,2117,1803,215,14,1,0,41,129
7000000US3704700P01A,1730,1113,428,52,3,0,70,192
7000000US3704700P02B,1030,280,369,316,4,0,13,144
7000000US3704700P16B,1747,1107,163,395,12,0,25,135
7000000US3704700P20A,1023,408,487,16,6,0,35,213
7000000US3704700P22A,2265,1618,435,26,2,1,97,258
7000000US3704700P25B,1396,1258,65,19,6,0,7,123
7000000US3704700P26B,4929,2612,2026,23,21,0,155,276
7000000US37049000002,14012,8927,2327,78,498,74,683,4275
7000000US37049000003,3308,3127,45,3,24,0,24,255
7000000US37049000005,2548,2228,192,7,18,0,21,246
7000000US37049000007,2509,1695,671,4,18,0,31,270
7000000US37049000011,3340,2726,312,19,15,0,100,504
7000000US37049000016,4503,3597,490,12,62,5,79,774
7000000US37049000017,2660,2089,231,17,78,10,49,558
7000000US37049000019,3144,1795,1050,23,26,4,55,573
7000000US37049000020,3086,2764,136,6,28,0,39,339
7000000US37049000021,2929,2457,247,6,48,5,28,414
7000000US37049000023,5605,4454,642,19,102,6,121,783
7000000US370490000N1,2188,1306,734,11,35,0,24,234
7000000US370490000N2,2454,823,1361,5,79,3,60,369
7000000US370490000N4,6194,3337,1739,22,506,5,286,897
7000000US370490000N6,5075,3541,923,13,288,5,87,654
7000000US3704900CFB8,1532,1075,370,6,4,0,31,138
7000000US3704900CLR4,2357,1404,729,6,67,4,60,261
7000000US3704900DFB9,926,524,306,7,6,0,38,135
7000000US3704900N3N5,4320,2306,1315,23,295,5,123,759
7000000US3704900TE13,1396,1216,108,4,9,0,13,138
7000000US3704900VE14,5697,3622,1681,57,1,0,140,588
7000000US37051000G1A,2782,838,1515,164,29,6,90,420
7000000US37051000G1B,4228,2603,1057,98,53,24,100,879
7000000US37051000G2A,5160,1885,2498,48,116,16,186,1233
7000000US37051000G2B,5821,2381,2484,46,161,10,276,1389
7000000US37051000G2D,4504,2291,1473,31,198,13,163,1005
7000000US37051000G3B,1519,679,592,44,21,9,79,285
7000000US37051000G3C,1600,903,462,50,16,0,48,363
7000000US37051000G4A,1804,903,597,37,37,10,40,540
7000000US37051000G4B,2137,1158,617,72,44,1,95,450
7000000US37051000G4C,2591,848,1161,73,66,16,164,789
7000000US37051000G5C,2950,961,1464,58,48,12,157,750
7000000US37051000G6A,4994,3637,735,151,59,4,91,951
7000000US37051000G6B,1274,1002,144,36,1,0,42,147
7000000US37051000G6C,2131,1358,519,89,3,0,57,315
7000000US37051000G7A,1402,1029,228,20,19,2,41,189
7000000US37051000G7B,1325,998,196,31,12,0,28,180
7000000US37051000G8A,4365,1804,1718,67,146,22,205,1209
7000000US37051000G8B,2913,1506,821,31,182,3,117,759
7000000US37051000G8C,3037,1364,1151,78,59,7,160,654
7000000US37051000G8D,3475,1932,893,65,62,6,176,1023
7000000US37051000G9A,3326,1637,1089,82,86,6,137,867
7000000US3705100AH49,4202,1420,1981,99,137,12,198,1065
7000000US3705100AL51,5411,3609,1101,168,55,3,135,1020
7000000US3705100CC01,2931,549,2093,49,17,1,60,486
7000000US3705100CC03,2524,1020,940,17,121,9,140,831
7000000US3705100CC04,1328,880,310,8,17,0,35,234
7000000US3705100CC05,2415,528,1625,37,14,3,63,435
7000000US3705100CC06,1546,938,351,22,21,6,59,447
7000000US3705100CC07,1194,949,121,15,13,4,28,192
7000000US3705100CC08,1340,1000,183,15,39,1,21,243
7000000US3705100CC10,1291,566,578,15,30,4,32,198
7000000US3705100CC12,1714,1442,86,17,51,2,27,267
7000000US3705100CC13,2940,344,2419,11,25,1,54,258
7000000US3705100CC14,3340,1978,767,28,208,8,96,765
7000000US3705100CC15,3206,1991,650,37,253,5,61,627
7000000US3705100CC16,1901,79,1704,9,5,1,16,261
7000000US3705100CC17,2687,467,1910,14,29,6,101,480
7000000US3705100CC18,1672,1150,299,22,71,0,30,300
7000000US3705100CC19,732,70,579,17,1,6,8,153
7000000US3705100CC21,4247,1346,2288,47,85,18,180,849
7000000US3705100CC24,2058,790,849,37,99,9,93,543
7000000US3705100CC25,2394,1115,784,20,114,12,106,729
7000000US3705100CC26,4604,1484,2119,43,262,40,243,1239
7000000US3705100CC27,5810,1658,2992,70,171,26,378,1545
7000000US3705100CC29,3055,1064,1342,27,128,10,203,843
7000000US3705100CC31,2595,1160,870,62,42,19,182,780
7000000US3705100CC32,1781,479,941,19,76,22,91,459
7000000US3705100CC33,2623,962,1107,22,139,18,156,657
7000000US3705100CC34,2362,1315,504,17,280,20,71,465
7000000US3705100CU02,2296,1100,773,53,43,4,122,603
7000000US3705100G10A,5428,2777,1524,90,362,16,199,1380
7000000US3705100G10B,3389,1722,1056,91,62,9,125,972
7000000US3705100G10C,4691,2653,968,134,255,16,174,1473
7000000US3705100G11B,18738,11401,2966,149,756,155,1743,4704
7000000US3705100LI65,3763,2594,675,52,53,13,96,840
7000000US3705100LR63,5222,1413,2738,62,156,52,309,1476
7000000US3705100MB62,3503,927,1901,60,94,30,179,936
7000000US3705100MR02,3999,1381,1625,45,267,35,237,1227
7000000US3705100SH77,3079,1858,758,80,25,8,128,666
7000000US370510G2C-1,3412,1593,1323,30,71,11,119,795
7000000US370510G2C-2,3253,1582,1093,33,156,15,103,813
7000000US370510G2E-1,2544,643,1580,22,51,6,72,510
7000000US370510G2E-2,3348,765,2100,44,38,14,138,747
7000000US370510G3A-1,4631,1464,2273,123,78,18,247,1284
7000000US370510G3A-2,3443,1546,1267,112,46,8,164,900
7000000US370510G5A-1,2859,853,1497,15,83,6,129,828
7000000US370510G5A-2,2513,933,1086,29,110,19,119,651
7000000US370510G5B-1,3956,749,2529,50,118,9,225,828
7000000US370510G5B-2,2871,675,1648,20,124,27,186,573
7000000US370510G9B-1,5615,2949,1664,217,61,15,300,1227
7000000US370510G9B-2,5081,2669,1486,201,123,11,221,1110
7000000US37051CL57-1,3474,1156,1663,36,113,25,170,933
7000000US37051CL57-2,3322,862,1860,32,76,14,146,996
7000000US37051EO61-1,3215,2211,730,55,29,3,57,390
7000000US37051EO61-2,2077,1267,599,37,18,4,51,303
7000000US37051SL78-3,7518,2607,3368,82,291,45,448,2031
7000000US370530000CB,273,237,3,2,2,0,5,72
7000000US370530000CH,4130,3708,117,24,32,4,41,612
7000000US370530000CI,271,254,2,0,0,0,3,36
7000000US370530000CJ,915,680,148,2,11,0,15,177
7000000US370530000GW,355,324,3,0,3,0,1,72
7000000US370530000IR,1290,1047,117,8,15,0,20,249
7000000US370530000KI,1210,1126,0,0,8,2,1,219
7000000US370530000MY,6357,5372,418,28,93,7,66,1119
7000000US370530000PB,4202,3627,166,25,35,3,85,783
7000000US370530000PP,1922,1663,104,3,6,1,40,315
7000000US370530000WH,1079,1006,22,0,12,1,8,90
7000000US370550000EL,100,88,1,0,0,0,0,33
7000000US370550000MH,647,547,2,8,3,0,28,177
7000000US37055000BUX,1114,1017,11,9,7,0,24,138
7000000US37055000COL,3606,3299,20,13,37,2,80,465
7000000US37055000HAT,476,454,2,0,1,0,6,39
7000000US37055000KDH,6299,5575,77,32,66,0,246,909
7000000US37055000WAN,1198,1080,12,2,5,0,33,198
7000000US3705500AVON,728,682,6,0,4,0,16,60
7000000US3705500CHCA,582,551,5,0,1,0,8,51
7000000US3705500DUCK,684,651,0,0,7,0,4,66
7000000US3705500FRCO,754,722,2,4,0,0,6,60
7000000US3705500KTHK,2982,2768,19,4,22,3,38,384
7000000US3705500MATO,5232,4210,365,49,18,2,247,1023
7000000US3705500NGHD,2732,2537,27,1,24,0,30,339
7000000US3705500SOSH,3148,2971,13,13,28,1,10,336
7000000US3705500STPT,163,152,1,1,0,0,0,27
7000000US37057000004,6042,5358,339,26,51,4,63,603
7000000US37057000006,3735,3276,107,24,9,4,141,522
7000000US37057000008,1235,1057,61,5,19,1,48,132
7000000US37057000010,3075,2606,153,20,62,0,91,429
7000000US37057000012,1030,981,7,3,5,2,6,78
7000000US37057000014,2174,2094,9,12,3,0,7,147
7000000US37057000016,3581,3140,114,7,43,3,120,462
7000000US37057000018,2210,2098,15,3,8,0,15,213
7000000US37057000020,3071,2842,23,23,18,0,61,312
7000000US37057000022,1338,1108,88,1,46,0,55,120
7000000US37057000024,1782,1403,69,8,113,0,85,312
7000000US37057000026,1315,1090,115,4,39,1,16,150
7000000US37057000028,3317,2700,293,18,73,0,115,354
7000000US37057000030,2597,826,1338,15,28,0,279,333
7000000US37057000032,2041,1044,438,41,38,0,293,561
7000000US37057000034,2723,1593,498,26,217,0,194,585
7000000US37057000036,1883,1194,392,18,39,4,142,282
7000000US37057000038,1966,620,863,19,55,0,280,387
7000000US37057000040,2681,1894,508,23,34,1,90,393
7000000US37057000042,3061,2838,26,25,7,2,61,306
7000000US37057000044,4160,3562,393,19,26,2,39,357
7000000US37057000046,2999,2611,131,12,24,1,62,474
7000000US37057000048,2912,2659,72,12,30,1,41,291
7000000US37057000050,4013,3712,47,17,22,1,59,465
7000000US37057000052,4936,4589,51,19,40,3,70,492
7000000US37057000054,2312,2212,18,11,2,0,25,132
7000000US37057000056,1413,1361,4,1,1,0,6,120
7000000US37057000058,3767,3396,144,30,13,0,55,387
7000000US37057000060,5539,3794,753,70,88,3,480,1053
7000000US37057000062,2546,906,1070,26,21,0,321,606
7000000US37057000064,2088,729,975,10,12,0,176,558
7000000US37057000066,2579,1647,439,15,34,0,228,648
7000000US37057000068,3065,1805,622,38,74,1,331,582
7000000US37057000070,2611,2222,123,21,25,3,87,390
7000000US37057000072,3118,2721,118,16,50,0,82,393
7000000US37057000074,4546,4177,79,24,16,1,99,450
7000000US37057000076,3520,3066,106,31,43,0,118,468
7000000US37057000078,3879,3423,138,22,20,0,97,537
7000000US37057000082,3155,2824,64,9,93,0,35,390
7000000US37057000084,5865,5189,279,22,52,0,69,762
7000000US37057000088,2827,2209,247,26,88,1,142,342
7000000US3705700080A,5284,4908,88,19,53,0,70,438
7000000US3705700086A,4188,2926,744,18,153,1,109,711
7000000US37059000001,1153,950,92,6,0,0,40,195
7000000US37059000002,1291,1120,50,14,0,0,67,120
7000000US37059000003,2968,2591,103,19,3,0,106,438
7000000US37059000004,2511,1907,212,7,4,0,196,555
7000000US37059000005,2646,2358,81,8,8,0,77,342
7000000US37059000006,1813,1607,91,8,2,0,33,216
7000000US37059000007,1944,1647,132,2,15,0,84,192
7000000US37059000008,2702,1835,441,30,26,2,234,402
7000000US37059000009,2651,2013,247,17,21,0,155,594
7000000US37059000010,2547,2331,65,7,15,0,30,297
7000000US37059000011,1895,1732,34,7,6,0,51,195
7000000US37059000012,3775,3432,122,9,37,2,59,342
7000000US37059000013,3278,2968,99,15,63,2,15,348
7000000US37059000014,2610,2236,156,11,15,0,96,288
7000000US3706100ALBE,2005,1128,131,31,4,0,548,489
7000000US3706100BEUL,3368,2741,329,22,16,1,102,471
7000000US3706100CALY,903,620,120,12,4,0,97,150
7000000US3706100CFRK,831,727,43,2,2,0,9,144
7000000US3706100CHAR,1531,631,650,7,0,0,188,165
7000000US3706100CHIN,907,693,152,2,9,0,22,87
7000000US3706100CYCK,1392,1183,119,3,8,2,47,90
7000000US3706100FAIS,1791,818,470,17,0,1,316,507
7000000US3706100GLIS,902,611,44,18,0,0,165,192
7000000US3706100HALL,1493,945,407,3,3,0,64,213
7000000US3706100KENA,3613,1745,1303,14,16,1,372,486
7000000US3706100LOCK,401,268,93,2,1,0,16,63
7000000US3706100MAGN,1863,690,559,31,2,0,467,342
7000000US3706100ROCK,1140,614,345,4,0,0,128,147
7000000US3706100ROSE,2088,982,652,17,10,0,292,405
7000000US3706100SMCA,1444,1078,198,14,2,0,103,147
7000000US3706100WALL,5347,2884,1491,33,34,0,676,687
7000000US3706100WARS,3864,1263,1906,32,22,5,463,519
7000000US3706100WOLF,2160,1365,117,57,2,3,448,504
7000000US37063000001,1980,723,592,20,31,0,456,474
7000000US37063000002,4212,1571,2003,24,122,0,262,690
7000000US37063000003,3105,2249,118,5,377,0,116,720
7000000US37063000004,1578,1274,82,4,40,0,59,357
7000000US37063000005,10381,2610,4533,43,1886,3,781,1575
7000000US37063000006,2500,1274,525,13,149,0,353,558
7000000US37063000007,2981,2200,267,23,198,0,79,642
7000000US37063000008,3106,1368,1124,18,202,0,190,612
7000000US37063000009,2622,1505,738,15,69,2,160,399
7000000US37063000010,2803,997,1369,10,94,2,165,498
7000000US37063000012,817,93,593,9,8,0,81,99
7000000US37063000013,1462,74,1119,4,6,0,199,180
7000000US37063000014,3228,697,1716,53,50,0,560,456
7000000US37063000015,2047,391,1006,27,28,0,501,282
7000000US37063000016,2396,1557,529,3,111,1,47,444
7000000US37063000017,4294,1608,1755,71,109,0,408,1029
7000000US37063000018,3877,466,1767,120,17,3,1210,882
7000000US37063000019,3886,1155,1778,39,37,8,668,603
7000000US37063000020,2358,1514,373,21,61,0,184,615
7000000US37063000021,2121,1255,394,10,35,1,255,513
7000000US37063000022,6382,1126,3796,53,56,0,905,1338
7000000US37063000023,7475,1557,4464,61,225,7,682,1437
7000000US37063000024,5090,2823,1268,22,173,3,468,999
7000000US37063000025,3689,2609,583,37,37,0,236,561
7000000US37063000026,1559,1213,242,6,8,0,17,219
7000000US37063000027,3358,2550,329,3,219,0,76,543
7000000US37063000028,6026,3723,1979,44,78,0,67,405
7000000US37063000029,5246,2113,1876,28,51,6,852,960
7000000US37063000031,7096,3138,2337,40,418,5,612,1638
7000000US37063000032,5929,4596,483,15,360,1,153,963
7000000US37063000033,13241,5712,4190,87,1933,4,454,2583
7000000US37063000036,3960,1729,1086,52,224,1,578,870
7000000US37063000037,6306,4492,859,18,321,0,275,1023
7000000US37063000038,9546,4580,2518,47,880,0,845,2028
7000000US37063000039,3145,2381,419,11,111,0,54,507
7000000US37063000040,2321,1348,575,21,46,1,182,444
7000000US37063000041,1458,99,1145,11,6,0,159,114
7000000US37063000042,1308,83,993,8,8,0,161,165
7000000US37063000043,7236,5225,710,23,671,2,146,1377
7000000US37063000044,6408,4326,1327,33,228,2,201,873
7000000US37063000045,5324,3543,1011,18,171,5,233,1029
7000000US37063000046,4781,1628,1807,44,121,4,813,1092
7000000US37063000047,2163,249,1407,12,49,0,319,381
7000000US37063000048,1845,1026,583,10,72,0,76,234
7000000US37063000050,4834,2762,968,22,457,7,259,1077
7000000US37063000051,5694,3783,971,21,428,0,116,1125
7000000US37063000052,4711,609,2434,50,44,2,1255,951
7000000US37063000054,9608,4406,3398,41,674,2,487,1800
7000000US370630030-1,11243,4607,4176,68,606,1,1092,2079
7000000US370630030-2,8146,2125,4650,79,121,0,765,1218
7000000US370630034-1,3337,1166,1537,12,131,0,272,657
7000000US370630034-2,6432,1497,3655,23,402,2,539,942
7000000US370630035.3,9659,5474,2235,45,966,3,298,1914
7000000US370630053-1,3564,2181,720,4,323,0,107,687
7000000US370630053-2,4998,3641,518,13,402,1,102,963
7000000US37063055-11,2036,179,1484,22,14,0,203,402
7000000US37063055-49,2657,37,2556,0,8,0,42,42
7000000US37065000101,2172,304,1720,3,6,0,68,213
7000000US37065000102,3775,1725,1810,10,18,0,104,324
7000000US37065000103,2635,1308,1093,7,12,0,129,258
7000000US37065000104,2269,1065,1072,12,9,0,47,192
7000000US37065000201,1236,583,537,8,0,1,78,87
7000000US37065000301,525,265,222,0,1,0,24,39
7000000US37065000401,628,285,313,0,0,0,17,39
7000000US37065000501,815,336,302,9,2,1,125,120
7000000US37065000601,1055,319,687,5,1,0,23,60
7000000US37065000701,1832,495,1144,10,0,0,98,255
7000000US37065000801,1739,1127,470,23,0,0,66,159
7000000US37065000901,1269,960,227,3,13,0,20,138
7000000US37065001001,2245,1193,933,7,5,0,66,123
7000000US37065001101,1155,696,363,2,0,0,55,117
7000000US37065001201,3946,217,3574,18,7,0,50,240
7000000US37065001202,2100,144,1887,8,5,0,16,120
7000000US37065001203,3272,1544,1521,6,4,0,101,288
7000000US37065001204,1694,100,1534,3,1,0,26,90
7000000US37065001205,1225,49,1123,2,1,1,13,108
7000000US37065001301,1377,1042,262,6,1,0,29,111
7000000US37065001401,1225,923,231,6,2,0,31,96
7000000US37067000011,5078,3619,824,29,131,0,171,912
7000000US37067000012,3023,2544,126,17,23,2,197,342
7000000US37067000013,4285,3166,652,14,85,1,145,666
7000000US37067000014,2608,2041,248,11,68,0,80,480
7000000US37067000015,3409,2559,503,7,76,0,73,573
7000000US37067000021,3960,3506,211,17,14,0,45,501
7000000US37067000031,2227,1595,418,6,15,1,105,261
7000000US37067000032,3146,2266,576,9,36,3,86,510
7000000US37067000033,3329,1554,1112,38,30,7,366,666
7000000US37067000034,2883,1987,503,28,22,1,188,462
7000000US37067000042,4717,2374,1408,27,76,2,467,1089
7000000US37067000043,4391,2031,917,64,33,12,1026,924
7000000US37067000051,3648,2748,347,20,149,0,123,783
7000000US37067000052,1267,1141,48,0,21,0,21,108
7000000US37067000053,2614,2180,160,10,80,0,40,432
7000000US37067000054,2668,2332,146,3,59,1,18,327
7000000US37067000055,4025,3179,259,15,252,1,78,723
7000000US37067000061,3106,2033,482,31,38,0,296,678
7000000US37067000062,1939,1592,182,14,19,0,30,306
7000000US37067000063,4374,3328,592,35,64,1,92,786
7000000US37067000064,1598,1219,168,14,19,0,96,246
7000000US37067000065,4206,3346,479,20,100,0,91,510
7000000US37067000066,3354,2371,263,44,49,0,307,960
7000000US37067000067,2757,1964,432,12,25,0,155,507
7000000US37067000068,2772,2336,254,4,20,0,38,360
7000000US37067000071,3824,3181,243,13,133,0,65,567
7000000US37067000072,6856,5026,613,19,273,5,383,1611
7000000US37067000073,2994,2749,90,3,26,0,27,297
7000000US37067000074,3588,2682,399,6,243,0,90,504
7000000US37067000075,785,692,22,2,9,0,21,117
7000000US37067000081,4260,1941,1472,42,47,1,480,831
7000000US37067000082,4939,2720,1676,27,48,1,231,708
7000000US37067000083,2563,1120,1023,22,11,7,217,489
7000000US37067000091,2420,2077,187,6,15,0,39,288
7000000US37067000092,1892,1670,96,6,13,0,20,261
7000000US37067000101,2565,1476,584,7,15,3,330,450
7000000US37067000111,2093,1766,133,17,6,1,72,294
7000000US37067000112,3675,2851,486,25,8,0,123,546
7000000US37067000122,7458,3744,2433,39,275,6,435,1578
7000000US37067000123,3697,2442,698,23,164,0,126,732
7000000US37067000131,3570,2761,370,15,190,1,64,507
7000000US37067000132,4371,3326,549,11,173,2,72,714
7000000US37067000133,6203,5178,302,35,303,0,135,750
7000000US37067000201,6337,2066,3065,27,144,10,579,1338
7000000US37067000203,1879,108,1599,12,2,1,108,147
7000000US37067000204,1905,394,1128,18,21,3,227,342
7000000US37067000205,895,40,742,11,2,0,63,111
7000000US37067000206,2046,311,1110,39,10,0,453,369
7000000US37067000207,3635,838,1729,46,36,10,705,813
7000000US37067000301,1088,62,807,0,0,3,167,147
7000000US37067000302,1234,117,873,9,0,1,160,222
7000000US37067000303,947,34,740,8,2,0,142,63
7000000US37067000304,1991,58,1740,4,12,0,91,258
7000000US37067000305,1510,76,1231,11,15,0,125,156
7000000US37067000306,2398,471,1031,40,11,0,674,513
7000000US37067000401,2436,416,1579,14,10,0,291,378
7000000US37067000402,1494,79,1182,9,2,0,139,249
7000000US37067000403,2270,388,1553,9,37,0,171,336
7000000US37067000404,3720,1458,1851,3,91,0,174,429
7000000US37067000405,3158,130,2688,37,8,0,156,417
7000000US37067000501,2320,321,1496,24,12,1,336,390
7000000US37067000502,2077,165,1153,15,1,1,642,300
7000000US37067000503,2318,1032,647,17,30,0,393,597
7000000US37067000504,2020,404,788,37,3,3,660,375
7000000US37067000505,2976,780,1199,30,14,2,658,879
7000000US37067000506,2290,1019,582,34,44,1,388,666
7000000US37067000507,6199,2700,2287,82,92,16,626,1188
7000000US37067000601,2493,1549,526,27,50,0,137,612
7000000US37067000602,4950,2591,1533,36,106,0,317,1101
7000000US37067000603,2504,1476,587,17,28,0,228,504
7000000US37067000604,2570,931,925,17,50,2,354,873
7000000US37067000605,4566,1908,1598,52,122,0,551,1005
7000000US37067000606,2422,990,644,22,29,1,452,852
7000000US37067000607,2666,1727,549,20,66,0,136,504
7000000US37067000701,1726,1324,267,0,58,0,26,153
7000000US37067000702,1600,1277,134,2,88,0,22,231
7000000US37067000703,1302,1082,61,2,34,0,27,288
7000000US37067000704,1922,1523,236,0,33,0,45,255
7000000US37067000705,2876,1733,622,13,140,1,160,621
7000000US37067000706,1683,972,412,12,61,0,86,420
7000000US37067000707,1724,1124,319,7,40,0,112,366
7000000US37067000708,4896,2837,1093,41,303,0,255,1101
7000000US37067000709,3863,2338,978,23,201,2,95,678
7000000US37067000801,1458,1103,213,7,36,0,26,219
7000000US37067000802,1409,1308,21,1,10,0,7,186
7000000US37067000803,1581,1510,7,3,14,0,2,135
7000000US37067000804,1170,1067,30,2,13,0,4,162
7000000US37067000805,2234,1982,66,6,42,0,28,330
7000000US37067000806,2082,1644,189,9,70,3,44,369
7000000US37067000807,2013,1529,133,4,208,0,33,318
7000000US37067000808,4690,2407,1355,36,283,4,277,984
7000000US37067000809,2533,2181,100,9,97,1,25,360
7000000US37067000901,1752,1556,73,6,19,0,16,246
7000000US37067000902,2624,1732,543,8,107,0,67,501
7000000US37067000903,4344,3258,573,8,188,1,77,717
7000000US37067000904,3407,1004,1461,48,36,50,579,687
7000000US37067000905,4495,2935,878,4,277,3,113,855
7000000US37067000906,3393,2403,555,10,120,0,87,654
7000000US37067000907,2061,1483,304,7,51,0,86,390
7000000US37067000908,2585,2095,210,4,103,0,37,408
7000000US37067000909,1514,941,319,14,29,7,112,276
7000000US37069000001,2287,1144,937,13,41,0,83,207
7000000US37069000002,2022,961,752,24,15,0,188,246
7000000US37069000003,4343,2693,1176,24,28,3,187,696
7000000US37069000005,3053,2103,551,29,11,1,219,417
7000000US37069000006,2451,1196,946,24,10,0,191,252
7000000US37069000007,2122,1684,198,15,9,0,127,267
7000000US37069000008,3991,2986,625,29,17,3,156,525
7000000US37069000009,1776,1234,368,37,3,0,84,150
7000000US37069000010,1167,814,238,3,6,1,54,153
7000000US37069000011,1935,991,749,12,0,1,93,267
7000000US37069000012,1629,1064,473,7,1,0,43,123
7000000US37069000013,2311,1653,304,28,10,2,200,342
7000000US37069000014,4544,3534,570,12,31,2,183,636
7000000US37069000015,3379,1427,1491,19,34,1,249,474
7000000US37069000016,2215,1141,900,17,4,0,85,204
7000000US37069000017,4022,3125,452,29,7,3,195,633
7000000US37069000018,3295,2514,449,21,23,0,93,585
7000000US37069000019,6602,4583,1237,20,125,0,269,1104
7000000US37071000001,1482,1025,275,25,10,0,53,282
7000000US37071000002,3211,1588,1131,17,26,3,248,594
7000000US37071000003,2763,1244,1118,13,15,0,222,453
7000000US37071000004,6800,3980,1649,42,64,1,514,1650
7000000US37071000005,3497,1566,1490,27,9,0,231,522
7000000US37071000006,2247,766,1099,8,5,0,236,399
7000000US37071000007,1926,551,1182,19,18,4,75,231
7000000US37071000008,2384,1004,1030,7,15,0,192,408
7000000US37071000009,2599,1309,853,22,30,3,207,525
7000000US37071000010,3307,2083,834,6,34,0,171,537
7000000US37071000011,2559,1346,833,9,36,0,146,567
7000000US37071000012,4295,2956,721,26,39,1,317,705
7000000US37071000013,3618,2356,756,28,89,0,198,573
7000000US37071000014,1185,911,124,2,15,0,49,252
7000000US37071000015,7056,4799,1332,30,214,0,280,1203
7000000US37071000016,4614,3541,570,6,173,1,106,651
7000000US37071000017,4758,3157,1010,13,126,2,202,744
7000000US37071000018,7574,4380,1880,48,200,2,522,1626
7000000US37071000019,6063,4353,842,52,26,0,423,1101
7000000US37071000020,4634,3750,521,20,22,0,149,516
7000000US37071000021,3019,2105,639,21,17,0,81,468
7000000US37071000022,4942,3744,749,31,28,2,163,675
7000000US37071000023,3825,3233,279,16,66,2,46,549
7000000US37071000024,3912,2951,465,30,157,11,110,564
7000000US37071000025,3591,2771,367,26,157,0,106,492
7000000US37071000026,3731,2811,389,23,74,3,243,564
7000000US37071000027,4687,4005,274,23,160,0,45,540
7000000US37071000028,4029,3373,310,12,114,1,59,480
7000000US37071000029,4796,4096,311,22,122,0,55,570
7000000US37071000030,3021,2384,204,3,49,1,167,639
7000000US37071000031,3565,3028,250,17,34,3,70,489
7000000US37071000032,2837,2156,331,12,57,0,113,504
7000000US37071000033,2793,2418,192,9,12,3,20,417
7000000US37071000034,2852,2509,92,16,14,0,77,432
7000000US37071000035,2192,1833,193,10,8,0,42,318
7000000US37071000036,3759,3179,205,4,23,0,123,675
7000000US37071000037,1786,1449,216,5,9,0,29,234
7000000US37071000038,3207,2882,112,17,14,0,57,375
7000000US37071000039,4172,3774,130,30,24,0,49,495
7000000US37071000040,5975,4180,1153,13,57,3,274,885
7000000US37071000041,4732,3483,612,25,44,3,288,831
7000000US37071000042,2934,2525,170,12,42,0,40,435
7000000US37071000043,5029,3994,626,26,41,0,98,732
7000000US37071000044,5464,4455,527,24,55,1,127,825
7000000US37071000045,4427,2894,993,10,120,1,156,759
7000000US37071000046,5997,4828,621,25,84,5,150,852
7000000US37073000001,1562,857,636,12,0,1,7,147
7000000US37073000002,1037,833,153,7,6,0,7,93
7000000US37073000003,1987,1153,717,27,2,4,15,207
7000000US37073000005,1120,820,269,0,6,1,3,63
7000000US3707300004N,1700,1237,336,12,8,2,24,243
7000000US3707300004S,937,501,393,2,1,2,7,93
7000000US3707500EAST,2597,2345,22,75,17,0,47,273
7000000US3707500STEC,1170,1093,2,22,1,0,0,156
7000000US3707500TAPO,426,410,2,7,0,0,0,21
7000000US3707500WEST,2177,1819,10,262,2,0,15,207
7000000US3707700ANTI,1059,411,596,8,2,0,24,54
7000000US3707700BERE,1737,1120,483,2,6,0,51,225
7000000US3707700BTNR,7519,3296,3117,91,19,3,785,624
7000000US3707700CORI,2548,1448,703,20,14,2,278,249
7000000US3707700CRDL,2286,973,1170,5,10,2,59,201
7000000US3707700CRDM,5494,3072,1624,28,88,4,325,1059
7000000US3707700EAOX,2297,969,1182,7,16,1,53,207
7000000US3707700MTEN,5224,3549,1054,37,49,1,216,954
7000000US3707700OKHL,1380,855,443,8,1,0,34,117
7000000US3707700SALM,1868,1187,544,4,18,3,61,153
7000000US3707700SASS,2075,1404,565,3,5,0,39,177
7000000US3707700SOOX,1907,578,1143,3,16,0,97,210
7000000US3707700TYHO,4852,3612,792,32,9,2,195,630
7000000US3707700WILT,6331,5121,626,27,46,5,183,969
7000000US3707700WOEL,1618,703,795,1,0,4,77,114
7000000US37079000SH1,2011,1020,837,10,12,0,63,207
7000000US3707900ARBA,1097,473,500,6,0,0,86,96
