"GEO_ID","NAME","P4_001N","P4_002N","P4_003N","P4_004N","P4_005N","P4_006N","P4_007N","P4_008N","P4_009N","P4_010N","P4_011N","P4_012N","P4_013N","P4_014N","P4_015N","P4_016N","P4_017N","P4_018N","P4_019N","P4_020N","P4_021N","P4_022N","P4_023N","P4_024N","P4_025N","P4_026N","P4_027N","P4_028N","P4_029N","P4_030N","P4_031N","P4_032N","P4_033N","P4_034N","P4_035N","P4_036N","P4_037N","P4_038N","P4_039N","P4_040N","P4_041N","P4_042N","P4_043N","P4_044N","P4_045N","P4_046N","P4_047N","P4_048N","P4_049N","P4_050N","P4_051N","P4_052N","P4_053N","P4_054N","P4_055N","P4_056N","P4_057N","P4_058N","P4_059N","P4_060N","P4_061N","P4_062N","P4_063N","P4_064N","P4_065N","P4_066N","P4_067N","P4_068N","P4_069N","P4_070N","P4_071N","P4_072N","P4_073N",
"7000000US37119000025","025, Mecklenburg County, North Carolina","2340","168","2172","2140","100","2017","3","15","0","5","32","22","10","0","0","0","1","10","0","0","1","0","0","0","0","0","0","8","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000026","026, Mecklenburg County, North Carolina","4283","715","3568","3459","551","2737","16","136","0","19","109","100","46","10","3","0","6","21","0","0","14","0","0","0","0","0","0","9","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000027","027, Mecklenburg County, North Carolina","3599","644","2955","2866","463","2341","16","41","0","5","89","79","35","10","10","2","6","5","4","0","7","0","0","0","0","0","0","10","8","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000028","028, Mecklenburg County, North Carolina","2768","375","2393","2306","976","1212","13","96","0","9","87","80","14","23","17","1","6","17","0","0","2","0","0","0","0","0","0","7","4","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000029","029, Mecklenburg County, North Carolina","3031","791","2240","2166","1419","653","5","57","0","32","74","73","10","17","14","0","19","5","0","1","6","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000030","030, Mecklenburg County, North Carolina","4261","320","3941","3746","3087","466","14","161","0","18","195","184","35","42","49","0","38","4","2","0","13","0","0","0","1","0","0","11","7","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000031","031, Mecklenburg County, North Carolina","2742","208","2534","2453","257","2133","12","31","3","17","81","65","39","5","1","0","2","16","0","0","0","2","0","0","0","0","0","16","14","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000032","032, Mecklenburg County, North Carolina","1875","48","1827","1785","1749","7","4","23","1","1","42","42","4","21","8","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000033","033, Mecklenburg County, North Carolina","3742","1348","2394","2315","1260","879","10","139","6","21","79","78","19","18","5","0","18","11","0","0","0","2","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000034","034, Mecklenburg County, North Carolina","3801","600","3201","3064","1961","909","11","170","0","13","137","130","24","30","26","0","28","6","0","0","7","2","0","0","1","6","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000035","035, Mecklenburg County, North Carolina","1846","114","1732","1690","1428","172","3","78","1","8","42","41","11","11","6","1","5","0","2","0","3","2","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000036","036, Mecklenburg County, North Carolina","2795","107","2688","2620","2286","177","0","126","0","31","68","61","12","17","15","1","9","1","0","0","6","0","0","0","0","0","0","6","0","1","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US37119000037","037, Mecklenburg County, North Carolina","2619","164","2455","2360","2169","86","3","88","1","13","95","89","22","10","18","2","23","9","2","0","2","0","0","0","1","0","0","6","1","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000038","038, Mecklenburg County, North Carolina","3269","622","2647","2536","1821","599","6","93","3","14","111","103","26","26","26","1","16","4","3","0","1","0","0","0","0","0","0","8","5","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000039","039, Mecklenburg County, North Carolina","3290","456","2834","2752","211","2392","16","120","1","12","82","74","43","5","3","0","0","18","0","0","4","0","0","0","1","0","0","8","3","2","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000040","040, Mecklenburg County, North Carolina","3500","436","3064","2959","425","2245","11","263","0","15","105","94","39","17","0","2","0","26","1","0","8","0","0","0","0","1","0","10","4","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000041","041, Mecklenburg County, North Carolina","3445","404","3041","2940","398","2268","31","228","7","8","101","99","31","27","1","4","5","19","1","0","7","1","0","0","0","2","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000042","042, Mecklenburg County, North Carolina","3356","744","2612","2529","145","2312","0","59","3","10","83","79","38","6","8","0","1","12","5","0","6","0","0","2","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000043","043, Mecklenburg County, North Carolina","4560","1315","3245","3130","678","2205","9","211","4","23","115","100","31","14","10","0","0","23","3","0","17","1","0","0","0","1","0","15","8","2","0","2","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000044","044, Mecklenburg County, North Carolina","1827","108","1719","1651","1415","177","3","38","1","17","68","66","6","22","11","1","16","6","0","4","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000045","045, Mecklenburg County, North Carolina","3093","793","2300","2219","1048","798","15","334","2","22","81","74","12","30","18","0","4","3","5","0","2","0","0","0","0","0","0","7","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000046","046, Mecklenburg County, North Carolina","3958","724","3234","3097","1891","1017","23","148","5","13","137","127","23","34","27","1","18","7","8","1","5","0","0","0","0","3","0","6","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US37119000047","047, Mecklenburg County, North Carolina","3142","149","2993","2926","2497","300","3","108","3","15","67","56","8","9","20","1","14","1","0","0","2","0","0","0","0","1","0","11","6","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000048","048, Mecklenburg County, North Carolina","1847","38","1809","1775","1652","43","5","70","0","5","34","33","8","8","7","0","7","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000049","049, Mecklenburg County, North Carolina","3085","169","2916","2826","2505","185","3","114","0","19","90","83","9","33","21","0","19","0","0","0","1","0","0","0","0","0","0","7","4","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000050","050, Mecklenburg County, North Carolina","2785","767","2018","1942","1522","330","3","72","0","15","76","73","15","25","8","1","17","3","0","1","2","0","0","0","1","0","0","3","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000051","051, Mecklenburg County, North Carolina","3232","294","2938","2871","2401","347","11","106","2","4","67","54","4","18","10","1","16","1","2","0","0","0","0","0","1","1","0","12","4","5","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US37119000052","052, Mecklenburg County, North Carolina","2886","334","2552","2490","266","2184","5","25","0","10","62","61","19","6","2","1","0","22","6","1","4","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000053","053, Mecklenburg County, North Carolina","4174","754","3420","3322","417","2679","15","206","0","5","98","88","35","7","3","0","8","19","1","1","13","1","0","0","0","0","0","9","6","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000054","054, Mecklenburg County, North Carolina","3457","188","3269","3170","620","2467","18","56","1","8","99","86","26","13","13","1","3","15","0","0","12","0","0","0","0","3","0","10","7","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","3","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000055","055, Mecklenburg County, North Carolina","1974","183","1791","1734","94","1605","3","25","0","7","57","50","19","4","3","0","2","8","0","0","13","0","0","0","1","0","0","7","2","3","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000056","056, Mecklenburg County, North Carolina","2100","126","1974","1915","141","1698","4","66","0","6","59","53","22","2","0","0","0","17","5","1","3","0","0","0","3","0","0","6","2","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000057","057, Mecklenburg County, North Carolina","2525","107","2418","2358","2030","227","8","90","1","2","60","59","14","14","11","2","13","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000058","058, Mecklenburg County, North Carolina","2752","354","2398","2318","1815","262","13","207","0","21","80","71","11","25","9","1","20","1","3","0","0","1","0","0","0","0","0","9","3","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000059","059, Mecklenburg County, North Carolina","1931","625","1306","1253","1106","69","5","62","0","11","53","53","12","20","7","0","5","4","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000060","060, Mecklenburg County, North Carolina","2302","433","1869","1832","218","1535","4","62","1","12","37","28","20","2","0","0","0","2","2","0","1","0","0","1","0","0","0","9","6","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000061","061, Mecklenburg County, North Carolina","3223","633","2590","2525","1425","880","4","203","7","6","65","58","21","13","7","0","5","6","0","2","4","0","0","0","0","0","0","7","5","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000062","062, Mecklenburg County, North Carolina","3646","1149","2497","2430","523","1422","9","445","0","31","67","58","16","22","1","0","3","5","0","0","11","0","0","0","0","0","0","9","6","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000063","063, Mecklenburg County, North Carolina","3454","1242","2212","2128","675","1097","6","316","0","34","84","77","20","17","7","0","11","8","4","0","3","0","0","0","0","7","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000064","064, Mecklenburg County, North Carolina","1490","203","1287","1250","741","351","4","134","0","20","37","37","6","10","8","0","2","9","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000065","065, Mecklenburg County, North Carolina","1480","90","1390","1362","1199","90","0","72","0","1","28","28","10","6","4","0","7","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000066","066, Mecklenburg County, North Carolina","1653","81","1572","1513","1336","104","3","64","0","6","59","52","4","17","17","0","12","2","0","0","0","0","0","0","0","0","0","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000067","067, Mecklenburg County, North Carolina","1618","79","1539","1485","1334","76","5","51","4","15","54","44","5","10","2","0","23","1","2","0","0","0","0","0","0","1","0","10","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000068","068, Mecklenburg County, North Carolina","2351","290","2061","1946","1105","727","3","95","0","16","115","107","40","29","12","0","3","10","0","0","10","0","0","0","0","3","0","4","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000069","069, Mecklenburg County, North Carolina","4284","219","4065","3948","3460","255","5","217","0","11","117","111","22","20","32","3","24","5","4","0","1","0","0","0","0","0","0","6","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000070","070, Mecklenburg County, North Carolina","2093","64","2029","1980","1895","30","2","47","0","6","49","47","10","7","14","2","14","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000071","071, Mecklenburg County, North Carolina","2298","147","2151","2072","1691","173","6","197","0","5","79","79","21","23","14","1","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000072","072, Mecklenburg County, North Carolina","1544","49","1495","1466","1322","78","5","54","1","6","29","27","5","12","2","0","5","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000073","073, Mecklenburg County, North Carolina","2028","136","1892","1838","1496","187","4","146","0","5","54","52","9","11","16","2","13","0","0","0","1","0","0","0","0","0","0","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000074","074, Mecklenburg County, North Carolina","3747","147","3600","3512","3105","228","4","158","0","17","88","83","16","20","13","1","31","1","0","0","0","1","0","0","0","0","0","5","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000075","075, Mecklenburg County, North Carolina","3565","125","3440","3361","3050","119","5","183","0","4","79","73","11","11","22","1","24","3","1","0","0","0","0","0","0","0","0","6","0","1","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000076","076, Mecklenburg County, North Carolina","3060","183","2877","2808","2575","145","9","68","1","10","69","64","10","20","10","0","19","0","0","0","3","0","0","0","0","2","0","5","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000077","077, Mecklenburg County, North Carolina","3958","1611","2347","2261","374","1752","12","93","2","28","86","79","26","15","6","0","4","15","3","2","6","0","0","1","1","0","0","7","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000079","079, Mecklenburg County, North Carolina","3028","659","2369","2273","669","1242","13","336","2","11","96","93","23","19","14","2","9","10","4","1","6","3","0","0","0","2","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000080","080, Mecklenburg County, North Carolina","4648","825","3823","3700","1123","2201","12","342","1","21","123","116","34","18","18","0","8","19","10","4","3","0","0","0","0","2","0","6","1","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US37119000081","081, Mecklenburg County, North Carolina","5631","974","4657","4492","959","3115","23","372","0","23","165","148","36","48","11","0","4","32","2","0","8","4","0","0","3","0","0","17","15","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000082","082, Mecklenburg County, North Carolina","6509","2554","3955","3799","470","3109","23","155","7","35","156","143","48","13","13","1","5","30","8","0","23","1","0","1","0","0","0","12","7","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000083","083, Mecklenburg County, North Carolina","4521","1021","3500","3349","1388","1585","20","307","0","49","151","135","43","48","11","0","11","16","1","0","5","0","0","0","0","0","0","14","3","0","1","6","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000084","084, Mecklenburg County, North Carolina","3729","1160","2569","2494","705","1515","11","236","0","27","75","64","9","14","8","0","5","19","0","2","0","7","0","0","0","0","0","11","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000085","085, Mecklenburg County, North Carolina","2858","253","2605","2510","1832","573","13","66","1","25","95","87","15","23","9","0","17","9","3","1","7","0","0","0","3","0","0","8","4","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000086","086, Mecklenburg County, North Carolina","1943","52","1891","1859","1762","32","0","65","0","0","32","31","2","3","7","0","17","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000087","087, Mecklenburg County, North Carolina","3537","666","2871","2736","2118","445","12","140","5","16","135","128","21","34","27","0","21","4","2","0","10","3","0","0","0","6","0","7","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000088","088, Mecklenburg County, North Carolina","3396","510","2886","2765","2171","432","13","117","1","31","121","111","18","44","8","0","29","0","3","0","7","1","0","0","0","0","1","8","5","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000089","089, Mecklenburg County, North Carolina","7649","1322","6327","6074","2515","3299","16","201","0","43","253","227","56","60","9","1","24","42","12","0","18","1","0","3","0","1","0","25","20","1","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000090","090, Mecklenburg County, North Carolina","1762","123","1639","1576","1362","110","0","84","1","19","63","60","9","17","18","2","9","1","2","0","2","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000091","091, Mecklenburg County, North Carolina","4721","191","4530","4406","3621","267","12","474","0","32","124","119","36","27","15","1","36","0","1","0","0","0","0","0","3","0","0","4","0","0","0","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000092","092, Mecklenburg County, North Carolina","3357","363","2994","2891","2385","342","7","150","0","7","103","100","28","21","17","4","23","3","0","0","0","0","0","0","4","0","0","3","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000093","093, Mecklenburg County, North Carolina","1918","203","1715","1658","1492","76","1","78","3","8","57","52","7","20","2","0","20","2","0","0","1","0","0","0","0","0","0","5","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000094","094, Mecklenburg County, North Carolina","2619","665","1954","1875","847","786","13","220","2","7","79","74","14","14","12","0","11","10","1","0","9","0","0","0","0","3","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000095","095, Mecklenburg County, North Carolina","2722","557","2165","2084","546","1357","4","134","5","38","81","71","23","12","11","0","9","8","5","0","3","0","0","0","0","0","0","10","7","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000096","096, Mecklenburg County, North Carolina","2475","242","2233","2160","1730","345","3","69","1","12","73","71","20","26","8","0","12","2","0","0","3","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000097","097, Mecklenburg County, North Carolina","2143","496","1647","1592","635","906","5","40","1","5","55","41","15","5","4","0","4","5","2","0","0","6","0","0","0","0","0","11","7","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000098","098, Mecklenburg County, North Carolina","6069","3473","2596","2500","562","1747","10","152","2","27","96","83","15","16","4","2","9","31","1","0","4","1","0","0","0","0","0","11","6","2","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000099","099, Mecklenburg County, North Carolina","3890","836","3054","2868","970","1701","20","90","3","84","186","170","53","13","18","0","43","23","0","0","20","0","0","0","0","0","0","15","11","2","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US37119000100","100, Mecklenburg County, North Carolina","3233","188","3045","2949","2372","263","5","279","0","30","96","89","12","19","18","0","35","4","0","0","0","0","0","0","0","1","0","7","0","1","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US37119000101","101, Mecklenburg County, North Carolina","3044","319","2725","2642","2125","404","6","99","0","8","83","81","19","17","9","2","19","7","2","0","6","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
